INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192036586,3114,Investigate Property,INVESTIGATE PROPERTY,E13,639,,2019-05-16 22:42,2019,5,Thursday,22,Part Three,ROBINWOOD AVE,42.31668732,-71.11261214,"(42.31668732, -71.11261214)"
I192033879,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,639,,2019-05-07 19:44,2019,5,Tuesday,19,Part Three,ROBINWOOD AVE,42.31668732,-71.11261214,"(42.31668732, -71.11261214)"
I192023831,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,639,,2019-04-01 3:13,2019,4,Monday,3,Part Three,ROBINWOOD AVE,42.31668732,-71.11261214,"(42.31668732, -71.11261214)"
I192013859,3115,Investigate Person,INVESTIGATE PERSON,E13,639,,2019-02-22 19:00,2019,2,Friday,19,Part Three,ROBINWOOD AVE,42.31668732,-71.11261214,"(42.31668732, -71.11261214)"
I192007468,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,639,,2019-01-29 3:57,2019,1,Tuesday,3,Part Three,ROBINWOOD AVE,42.31668732,-71.11261214,"(42.31668732, -71.11261214)"
I192006634,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,639,,2019-01-25 18:29,2019,1,Friday,18,Part Three,ROBINWOOD AVE,42.31668732,-71.11261214,"(42.31668732, -71.11261214)"
192081224,3115,,INVESTIGATE PERSON,C11,242,0,2019-10-07 17:56,2019,10,Monday,17,,KEVIN RD,42.316692,-71.062099,"(42.31669200, -71.06209900)"
I192075200,617,Larceny,LARCENY THEFT FROM BUILDING,C11,242,,2019-09-04 8:00,2019,9,Wednesday,8,Part One,KEVIN RD,42.31669234,-71.06209904,"(42.31669234, -71.06209904)"
I192025431,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,242,,2019-04-05 17:30,2019,4,Friday,17,Part One,KEVIN RD,42.31669234,-71.06209904,"(42.31669234, -71.06209904)"
I192013734,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,242,,2019-02-22 11:42,2019,2,Friday,11,Part Three,KEVIN RD,42.31669234,-71.06209904,"(42.31669234, -71.06209904)"
I192013513,801,Simple Assault,ASSAULT - SIMPLE,C11,242,,2019-02-21 15:34,2019,2,Thursday,15,Part Two,KEVIN RD,42.31669234,-71.06209904,"(42.31669234, -71.06209904)"
I192007708,3301,Verbal Disputes,VERBAL DISPUTE,C11,242,,2019-01-29 17:44,2019,1,Tuesday,17,Part Three,KEVIN RD,42.31669234,-71.06209904,"(42.31669234, -71.06209904)"
I192007708,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,242,,2019-01-29 17:44,2019,1,Tuesday,17,Part Two,KEVIN RD,42.31669234,-71.06209904,"(42.31669234, -71.06209904)"
I192000536,3301,Verbal Disputes,VERBAL DISPUTE,C11,242,,2019-01-02 20:31,2019,1,Wednesday,20,Part Three,KEVIN RD,42.31669234,-71.06209904,"(42.31669234, -71.06209904)"
192081866,3115,,INVESTIGATE PERSON,B2,306,0,2019-10-09 17:56,2019,10,Wednesday,17,,COBDEN ST,42.316709,-71.093726,"(42.31670900, -71.09372600)"
I192039580,3201,Property Lost,PROPERTY - LOST,B2,307,,2019-05-27 8:09,2019,5,Monday,8,Part Three,COBDEN ST,42.31670986,-71.09372606,"(42.31670986, -71.09372606)"
I192074282,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,312,,2019-09-15 22:55,2019,9,Sunday,22,Part One,HUMBOLDT AVE,42.31671393,-71.08671368,"(42.31671393, -71.08671368)"
I192024820,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,312,,2019-04-04 15:00,2019,4,Thursday,15,Part Three,HUMBOLDT AVE,42.31671393,-71.08671368,"(42.31671393, -71.08671368)"
I192033144,724,Auto Theft,AUTO THEFT,B2,260,,2019-05-04 20:00,2019,5,Saturday,20,Part One,LINGARD ST,42.31673002,-71.07229587,"(42.31673002, -71.07229587)"
I192053500,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,257,,2019-07-12 10:04,2019,7,Friday,10,Part Three,COLUMBIA RD,42.31673446,-71.06552037,"(42.31673446, -71.06552037)"
I192054105,3115,Investigate Person,INVESTIGATE PERSON,C11,242,,2019-07-14 12:32,2019,7,Sunday,12,Part Three,BAKERSFIELD ST,42.31674327,-71.06104741,"(42.31674327, -71.06104741)"
192103627,801,,ASSAULT - SIMPLE,E13,641,0,2019-12-25 15:02,2019,12,Wednesday,15,,CENTRE ST,42.316748,-71.113562,"(42.31674800, -71.11356200)"
192102793,3006,,SICK/INJURED/MEDICAL - PERSON,E13,641,0,2019-12-22 3:43,2019,12,Sunday,3,,CENTRE ST,42.316748,-71.113562,"(42.31674800, -71.11356200)"
192096738,3006,,SICK/INJURED/MEDICAL - PERSON,E13,641,0,2019-11-30 14:25,2019,11,Saturday,14,,CENTRE ST,42.316748,-71.113562,"(42.31674800, -71.11356200)"
192093264,3006,,SICK/INJURED/MEDICAL - PERSON,E13,641,0,2019-11-18 1:54,2019,11,Monday,1,,CENTRE ST,42.316748,-71.113562,"(42.31674800, -71.11356200)"
192092909,3007,,SUDDEN DEATH,E13,641,0,2019-11-16 15:49,2019,11,Saturday,15,,CENTRE ST,42.316748,-71.113562,"(42.31674800, -71.11356200)"
192092951,3115,,INVESTIGATE PERSON,E13,641,0,2019-11-16 0:00,2019,11,Saturday,0,,CENTRE ST,42.316748,-71.113562,"(42.31674800, -71.11356200)"
192089125,3301,,VERBAL DISPUTE,E13,641,0,2019-11-03 9:00,2019,11,Sunday,9,,CENTRE ST,42.316748,-71.113562,"(42.31674800, -71.11356200)"
192086375,3005,,SICK ASSIST,E13,641,0,2019-10-25 5:05,2019,10,Friday,5,,CENTRE ST,42.316748,-71.113562,"(42.31674800, -71.11356200)"
192084636,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,639,0,2019-10-19 9:02,2019,10,Saturday,9,,CENTRE ST,42.316748,-71.113562,"(42.31674800, -71.11356200)"
192082809,3005,,SICK ASSIST,E13,641,0,2019-10-13 0:27,2019,10,Sunday,0,,CENTRE ST,42.316748,-71.113562,"(42.31674800, -71.11356200)"
192080845,2647,,THREATS TO DO BODILY HARM,E13,641,0,2019-10-06 13:19,2019,10,Sunday,13,,CENTRE ST,42.316748,-71.113562,"(42.31674800, -71.11356200)"
192079056,520,,BURGLARY - RESIDENTIAL,E13,641,0,2019-09-30 13:21,2019,9,Monday,13,,CENTRE ST,42.316748,-71.113562,"(42.31674800, -71.11356200)"
I192076937,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,641,,2019-09-24 7:26,2019,9,Tuesday,7,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192076937,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,641,,2019-09-24 7:26,2019,9,Tuesday,7,Part One,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192071013,3115,Investigate Person,INVESTIGATE PERSON,E13,641,,2019-09-05 15:51,2019,9,Thursday,15,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192075745,1201,Embezzlement,EMBEZZLEMENT,E13,641,,2019-08-12 16:00,2019,8,Monday,16,Part Two,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192054564,3301,Verbal Disputes,VERBAL DISPUTE,E13,641,,2019-07-15 20:18,2019,7,Monday,20,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192054135,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,641,,2019-07-14 13:42,2019,7,Sunday,13,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192052825,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",E13,639,,2019-07-10 6:42,2019,7,Wednesday,6,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192047279,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,E13,641,,2019-06-22 2:03,2019,6,Saturday,2,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192022847,3201,Property Lost,PROPERTY - LOST,E13,641,,2019-03-18 0:00,2019,3,Monday,0,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192018619,3115,Investigate Person,INVESTIGATE PERSON,E13,641,,2019-03-13 12:33,2019,3,Wednesday,12,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192013469,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,639,,2019-02-21 13:11,2019,2,Thursday,13,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192015024,2647,Other,THREATS TO DO BODILY HARM,E13,641,,2019-02-01 15:24,2019,2,Friday,15,Part Two,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192007002,3001,Medical Assistance,DEATH INVESTIGATION,E13,639,,2019-01-27 9:32,2019,1,Sunday,9,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192005586,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,639,,2019-01-22 4:31,2019,1,Tuesday,4,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192005576,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,641,,2019-01-22 0:54,2019,1,Tuesday,0,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192005304,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,641,,2019-01-20 17:42,2019,1,Sunday,17,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192003870,3115,Investigate Person,INVESTIGATE PERSON,E13,641,,2019-01-15 8:09,2019,1,Tuesday,8,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I192003434,3115,Investigate Person,INVESTIGATE PERSON,E13,641,,2019-01-13 14:18,2019,1,Sunday,14,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
192101994,801,,ASSAULT - SIMPLE,B2,325,0,2019-12-19 11:58,2019,12,Thursday,11,,DEWEY ST,42.316766,-71.07714,"(42.31676600, -71.07714000)"
192090820,3301,,VERBAL DISPUTE,B2,325,0,2019-11-09 7:52,2019,11,Saturday,7,,DEWEY ST,42.316766,-71.07714,"(42.31676600, -71.07714000)"
192089263,3301,,VERBAL DISPUTE,B2,325,0,2019-11-03 22:14,2019,11,Sunday,22,,DEWEY ST,42.316766,-71.07714,"(42.31676600, -71.07714000)"
I192072537,3301,Verbal Disputes,VERBAL DISPUTE,B2,324,,2019-09-10 12:24,2019,9,Tuesday,12,Part Three,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I192060308,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,325,,2019-08-03 10:47,2019,8,Saturday,10,Part Two,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I192041805,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,325,,2019-06-03 19:53,2019,6,Monday,19,Part Three,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I192026219,3301,Verbal Disputes,VERBAL DISPUTE,B2,324,,2019-04-09 17:13,2019,4,Tuesday,17,Part Three,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I192022222,1402,Vandalism,VANDALISM,B2,324,,2019-03-26 16:48,2019,3,Tuesday,16,Part Two,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I192022073,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,325,,2019-03-26 7:36,2019,3,Tuesday,7,Part Three,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I192014955,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,325,,2019-02-26 20:48,2019,2,Tuesday,20,Part Three,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I192012373,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,324,,2019-02-16 17:35,2019,2,Saturday,17,Part Two,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I192002800,3410,Towed,TOWED MOTOR VEHICLE,B2,324,,2019-01-11 1:09,2019,1,Friday,1,Part Three,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I192002800,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,324,,2019-01-11 1:09,2019,1,Friday,1,Part Two,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I192002800,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,324,,2019-01-11 1:09,2019,1,Friday,1,Part One,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I192000884,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,325,,2019-01-03 23:58,2019,1,Thursday,23,Part Three,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
192099146,2647,,THREATS TO DO BODILY HARM,B2,312,0,2019-12-09 15:53,2019,12,Monday,15,,HOLWORTHY ST,42.316779,-71.09089,"(42.31677900, -71.09089000)"
I192003664,3501,Missing Person Reported,MISSING PERSON,B2,312,,2019-01-14 14:12,2019,1,Monday,14,Part Three,HOLWORTHY ST,42.3167795,-71.09089034,"(42.31677950, -71.09089034)"
I192003664,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,312,,2019-01-14 14:12,2019,1,Monday,14,Part One,HOLWORTHY ST,42.3167795,-71.09089034,"(42.31677950, -71.09089034)"
I192003664,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,312,,2019-01-14 14:12,2019,1,Monday,14,Part Three,HOLWORTHY ST,42.3167795,-71.09089034,"(42.31677950, -71.09089034)"
I192003379,3115,Investigate Person,INVESTIGATE PERSON,B2,312,,2019-01-11 7:30,2019,1,Friday,7,Part Three,HOLWORTHY ST,42.3167795,-71.09089034,"(42.31677950, -71.09089034)"
192092865,3801,,M/V ACCIDENT - OTHER,E13,641,0,2019-11-16 11:09,2019,11,Saturday,11,,BEAUFORT RD,42.316781,-71.114643,"(42.31678100, -71.11464300)"
192083734,3410,,TOWED MOTOR VEHICLE,E13,641,0,2019-10-16 11:00,2019,10,Wednesday,11,,BEAUFORT RD,42.316781,-71.114643,"(42.31678100, -71.11464300)"
I192050392,1402,Vandalism,VANDALISM,B2,327,,2019-07-02 6:48,2019,7,Tuesday,6,Part Two,HARTFORD ST,42.31678127,-71.07288514,"(42.31678127, -71.07288514)"
I192007034,2647,Other,THREATS TO DO BODILY HARM,B2,260,,2019-01-27 7:30,2019,1,Sunday,7,Part Two,HARTFORD ST,42.31678127,-71.07288514,"(42.31678127, -71.07288514)"
I192007034,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,260,,2019-01-27 7:30,2019,1,Sunday,7,Part Two,HARTFORD ST,42.31678127,-71.07288514,"(42.31678127, -71.07288514)"
I192070550,3410,Towed,TOWED MOTOR VEHICLE,E13,641,,2019-09-04 9:05,2019,9,Wednesday,9,Part Three,BEAUFORT RD,42.31678161,-71.11464376,"(42.31678161, -71.11464376)"
192103761,520,,BURGLARY - RESIDENTIAL,B2,311,0,2019-12-24 17:00,2019,12,Tuesday,17,,MAYWOOD ST,42.316795,-71.079645,"(42.31679500, -71.07964500)"
192102826,3301,,VERBAL DISPUTE,B2,311,0,2019-12-22 10:33,2019,12,Sunday,10,,MAYWOOD ST,42.316795,-71.079645,"(42.31679500, -71.07964500)"
192096344,3115,,INVESTIGATE PERSON,B2,311,0,2019-11-28 19:45,2019,11,Thursday,19,,MAYWOOD ST,42.316795,-71.079645,"(42.31679500, -71.07964500)"
192092973,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,311,0,2019-11-16 19:48,2019,11,Saturday,19,,MAYWOOD ST,42.316795,-71.079645,"(42.31679500, -71.07964500)"
192090500,3301,,VERBAL DISPUTE,B2,311,0,2019-11-07 19:27,2019,11,Thursday,19,,MAYWOOD ST,42.316795,-71.079645,"(42.31679500, -71.07964500)"
192086212,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2,311,0,2019-10-24 13:38,2019,10,Thursday,13,,MAYWOOD ST,42.316795,-71.079645,"(42.31679500, -71.07964500)"
192083240,3115,,INVESTIGATE PERSON,B2,311,0,2019-10-14 17:07,2019,10,Monday,17,,MAYWOOD ST,42.316795,-71.079645,"(42.31679500, -71.07964500)"
192079231,423,,ASSAULT - AGGRAVATED,B2,311,0,2019-09-30 22:45,2019,9,Monday,22,,MAYWOOD ST,42.316795,-71.079645,"(42.31679500, -71.07964500)"
I192072225,3410,Towed,TOWED MOTOR VEHICLE,B2,311,,2019-09-09 11:21,2019,9,Monday,11,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192064344,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2019-08-16 12:18,2019,8,Friday,12,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192061471,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2019-08-07 8:08,2019,8,Wednesday,8,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192059808,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2019-08-01 20:09,2019,8,Thursday,20,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192058953,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,311,,2019-07-30 11:05,2019,7,Tuesday,11,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192058680,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,311,,2019-07-29 13:45,2019,7,Monday,13,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192056872,1832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,B2,311,,2019-07-23 14:25,2019,7,Tuesday,14,Part Two,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192055798,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B2,311,,2019-07-19 20:44,2019,7,Friday,20,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192055798,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2019-07-19 20:44,2019,7,Friday,20,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192055768,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2019-07-19 18:30,2019,7,Friday,18,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192053706,3114,Investigate Property,INVESTIGATE PROPERTY,B2,311,,2019-07-12 21:23,2019,7,Friday,21,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192053634,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2019-07-12 16:57,2019,7,Friday,16,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192048780,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2019-06-26 22:40,2019,6,Wednesday,22,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192045887,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,311,,2019-06-17 12:11,2019,6,Monday,12,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192042372,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2019-06-05 14:30,2019,6,Wednesday,14,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192041142,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,311,,2019-06-01 12:46,2019,6,Saturday,12,Part Two,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192034974,3115,Investigate Person,INVESTIGATE PERSON,B2,311,,2019-05-11 9:44,2019,5,Saturday,9,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192033669,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,311,,2019-05-07 8:29,2019,5,Tuesday,8,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192033477,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,311,,2019-05-06 14:49,2019,5,Monday,14,Part One,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192033477,3125,Warrant Arrests,WARRANT ARREST,B2,311,,2019-05-06 14:49,2019,5,Monday,14,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192033477,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,311,,2019-05-06 14:49,2019,5,Monday,14,Part One,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192029166,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2019-04-20 20:27,2019,4,Saturday,20,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192027363,3402,Service,ANIMAL INCIDENTS,B2,311,,2019-04-13 17:21,2019,4,Saturday,17,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192022988,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,311,,2019-03-29 8:09,2019,3,Friday,8,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192019125,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,311,,2019-03-15 3:35,2019,3,Friday,3,Part Two,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192019125,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,B2,311,,2019-03-15 3:35,2019,3,Friday,3,Part Two,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192013257,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,311,,2019-02-20 14:50,2019,2,Wednesday,14,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192013093,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2019-02-19 18:55,2019,2,Tuesday,18,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192012962,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2019-02-19 11:30,2019,2,Tuesday,11,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192007748,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2019-01-29 22:05,2019,1,Tuesday,22,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I192035581,1402,Vandalism,VANDALISM,E13,577,,2019-05-13 6:00,2019,5,Monday,6,Part Two,COPLEY ST,42.31681029,-71.10056562,"(42.31681029, -71.10056562)"
I192027218,3114,Investigate Property,INVESTIGATE PROPERTY,E13,577,,2019-04-13 7:58,2019,4,Saturday,7,Part Three,COPLEY ST,42.31681029,-71.10056562,"(42.31681029, -71.10056562)"
192096126,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,306,0,2019-11-26 7:00,2019,11,Tuesday,7,,WALNUT AVE,42.316811,-71.092831,"(42.31681100, -71.09283100)"
192083449,801,,ASSAULT - SIMPLE,B2,316,0,2019-10-11 8:00,2019,10,Friday,8,,WALNUT AVE,42.316811,-71.092831,"(42.31681100, -71.09283100)"
I192048113,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,306,,2019-06-24 20:30,2019,6,Monday,20,Part Two,WALNUT AVE,42.31681126,-71.09283155,"(42.31681126, -71.09283155)"
I192045302,3114,Investigate Property,INVESTIGATE PROPERTY,B2,306,,2019-06-15 1:13,2019,6,Saturday,1,Part Three,WALNUT AVE,42.31681126,-71.09283155,"(42.31681126, -71.09283155)"
I192025749,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,316,,2019-04-08 8:01,2019,4,Monday,8,Part Three,WALNUT AVE,42.31681126,-71.09283155,"(42.31681126, -71.09283155)"
