INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192012925,3410,Towed,TOWED MOTOR VEHICLE,D4,285,,2019-02-19 9:43,2019,2,Tuesday,9,Part Three,COLUMBUS AVE,42.3378145,-71.0853955,"(42.33781450, -71.08539550)"
I192066414,619,Larceny,LARCENY ALL OTHERS,D4,156,,2019-08-22 17:46,2019,8,Thursday,17,Part One,SHAWMUT AVE,42.33781618,-71.07732638,"(42.33781618, -71.07732638)"
I192063829,301,Robbery,ROBBERY - STREET,D4,156,,2019-08-14 18:15,2019,8,Wednesday,18,Part One,SHAWMUT AVE,42.33781618,-71.07732638,"(42.33781618, -71.07732638)"
I192063407,2660,Other,OTHER OFFENSE,D4,156,,2019-08-13 13:56,2019,8,Tuesday,13,Part Two,SHAWMUT AVE,42.33781618,-71.07732638,"(42.33781618, -71.07732638)"
I192063407,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,156,,2019-08-13 13:56,2019,8,Tuesday,13,Part Two,SHAWMUT AVE,42.33781618,-71.07732638,"(42.33781618, -71.07732638)"
I192063407,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D4,156,,2019-08-13 13:56,2019,8,Tuesday,13,Part Two,SHAWMUT AVE,42.33781618,-71.07732638,"(42.33781618, -71.07732638)"
I192030873,3115,Investigate Person,INVESTIGATE PERSON,D4,156,,2019-04-26 20:02,2019,4,Friday,20,Part Three,SHAWMUT AVE,42.33781618,-71.07732638,"(42.33781618, -71.07732638)"
I192028087,1402,Vandalism,VANDALISM,D4,156,,2019-04-16 16:30,2019,4,Tuesday,16,Part Two,SHAWMUT AVE,42.33781618,-71.07732638,"(42.33781618, -71.07732638)"
I192026514,619,Larceny,LARCENY ALL OTHERS,D4,156,,2019-04-10 19:38,2019,4,Wednesday,19,Part One,SHAWMUT AVE,42.33781618,-71.07732638,"(42.33781618, -71.07732638)"
I192025333,3115,Investigate Person,INVESTIGATE PERSON,D4,156,,2019-04-04 20:15,2019,4,Thursday,20,Part Three,SHAWMUT AVE,42.33781618,-71.07732638,"(42.33781618, -71.07732638)"
192096407,3301,,VERBAL DISPUTE,C6,224,0,2019-11-29 9:18,2019,11,Friday,9,,O ST,42.337839,-71.029293,"(42.33783900, -71.02929300)"
I192019400,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,224,,2019-03-15 22:12,2019,3,Friday,22,Part Two,O ST,42.33783948,-71.02929361,"(42.33783948, -71.02929361)"
I192002283,3410,Towed,TOWED MOTOR VEHICLE,C6,223,,2019-01-09 9:02,2019,1,Wednesday,9,Part Three,O ST,42.33783948,-71.02929361,"(42.33783948, -71.02929361)"
I192069878,3410,Towed,TOWED MOTOR VEHICLE,B2,616,,2019-09-02 7:21,2019,9,Monday,7,Part Three,EVANS WAY,42.33785524,-71.09779124,"(42.33785524, -71.09779124)"
I192058226,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,616,,2019-07-27 21:04,2019,7,Saturday,21,Part One,EVANS WAY,42.33785524,-71.09779124,"(42.33785524, -71.09779124)"
I192004970,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,616,,2019-01-19 1:13,2019,1,Saturday,1,Part Three,EVANS WAY,42.33785524,-71.09779124,"(42.33785524, -71.09779124)"
I192058780,3114,Investigate Property,INVESTIGATE PROPERTY,D4,172,,2019-07-29 17:29,2019,7,Monday,17,Part Three,ALBANY ST,42.33785941,-71.06736986,"(42.33785941, -71.06736986)"
I192013034,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,172,,2019-02-19 17:00,2019,2,Tuesday,17,Part Three,ALBANY ST,42.33785941,-71.06736986,"(42.33785941, -71.06736986)"
I192010711,3114,Investigate Property,INVESTIGATE PROPERTY,D4,172,,2019-02-10 2:46,2019,2,Sunday,2,Part Three,ALBANY ST,42.33785941,-71.06736986,"(42.33785941, -71.06736986)"
I192032334,3410,Towed,TOWED MOTOR VEHICLE,C6,213,,2019-05-02 12:22,2019,5,Thursday,12,Part Three,BOLTON ST,42.3378758,-71.04651628,"(42.33787580, -71.04651628)"
192083033,801,,ASSAULT - SIMPLE,C6, ,0,2019-10-13 22:40,2019,10,Sunday,22,,,42.337876,-71.046516,"(42.33787600, -71.04651600)"
192092717,3005,,SICK ASSIST,D14, ,0,2019-11-15 21:18,2019,11,Friday,21,,CHISWICK RD,42.337878,-71.15075,"(42.33787800, -71.15075000)"
I192059022,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,789,,2019-07-28 11:00,2019,7,Sunday,11,Part Three,CHISWICK RD,42.33787906,-71.15075054,"(42.33787906, -71.15075054)"
I192051741,3410,Towed,TOWED MOTOR VEHICLE,D14,789,,2019-07-06 14:56,2019,7,Saturday,14,Part Three,CHISWICK RD,42.33787906,-71.15075054,"(42.33787906, -71.15075054)"
I192047911,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,D14,789,,2019-06-24 9:00,2019,6,Monday,9,Part Three,CHISWICK RD,42.33787906,-71.15075054,"(42.33787906, -71.15075054)"
192104118,3301,,VERBAL DISPUTE,D4,167,0,2019-12-27 18:29,2019,12,Friday,18,,E CANTON ST,42.33789,-71.069194,"(42.33789000, -71.06919400)"
192088393,3301,,VERBAL DISPUTE,D4,167,0,2019-10-31 23:30,2019,10,Thursday,23,,E CANTON ST,42.33789,-71.069194,"(42.33789000, -71.06919400)"
192087221,3410,,TOWED MOTOR VEHICLE,D4,167,0,2019-10-28 9:52,2019,10,Monday,9,,E CANTON ST,42.33789,-71.069194,"(42.33789000, -71.06919400)"
192078747,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,D4,167,0,2019-09-29 14:38,2019,9,Sunday,14,,E CANTON ST,42.33789,-71.069194,"(42.33789000, -71.06919400)"
I192069098,1402,Vandalism,VANDALISM,D4,167,,2019-08-30 5:30,2019,8,Friday,5,Part Two,E CANTON ST,42.33789065,-71.06919427,"(42.33789065, -71.06919427)"
I192031505,2629,Harassment,HARASSMENT,D4,167,,2019-04-25 21:00,2019,4,Thursday,21,Part Two,E CANTON ST,42.33789065,-71.06919427,"(42.33789065, -71.06919427)"
I192030575,3114,Investigate Property,INVESTIGATE PROPERTY,D4,167,,2019-04-25 18:00,2019,4,Thursday,18,Part Three,E CANTON ST,42.33789065,-71.06919427,"(42.33789065, -71.06919427)"
I192003740,2403,Disorderly Conduct,DISTURBING THE PEACE,D4,167,,2019-01-14 17:17,2019,1,Monday,17,Part Two,E CANTON ST,42.33789065,-71.06919427,"(42.33789065, -71.06919427)"
I192002654,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,167,,2019-01-08 18:30,2019,1,Tuesday,18,Part One,E CANTON ST,42.33789065,-71.06919427,"(42.33789065, -71.06919427)"
192098028,3803,,M/V ACCIDENT - PERSONAL INJURY,D4,590,0,2019-12-05 16:00,2019,12,Thursday,16,,PARKER ST,42.337894,-71.093068,"(42.33789400, -71.09306800)"
192094902,619,,LARCENY ALL OTHERS,D4,590,0,2019-11-23 13:50,2019,11,Saturday,13,,PARKER ST,42.337894,-71.093068,"(42.33789400, -71.09306800)"
192083176,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,590,0,2019-10-12 8:00,2019,10,Saturday,8,,PARKER ST,42.337894,-71.093068,"(42.33789400, -71.09306800)"
192079270,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,0,2019-10-01 7:49,2019,10,Tuesday,7,,,42.337894,-71.082968,"(42.33789400, -71.08296800)"
I192074277,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,590,,2019-09-15 22:39,2019,9,Sunday,22,Part Three,PARKER ST,42.33789449,-71.09306889,"(42.33789449, -71.09306889)"
I192074302,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,590,,2019-09-15 17:00,2019,9,Sunday,17,Part Three,PARKER ST,42.33789449,-71.09306889,"(42.33789449, -71.09306889)"
I192068260,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,590,,2019-08-27 14:00,2019,8,Tuesday,14,Part Three,PARKER ST,42.33789449,-71.09306889,"(42.33789449, -71.09306889)"
I192031463,3410,Towed,TOWED MOTOR VEHICLE,D4,590,,2019-04-29 10:37,2019,4,Monday,10,Part Three,PARKER ST,42.33789449,-71.09306889,"(42.33789449, -71.09306889)"
I192026642,3410,Towed,TOWED MOTOR VEHICLE,D4,590,,2019-04-11 11:31,2019,4,Thursday,11,Part Three,PARKER ST,42.33789449,-71.09306889,"(42.33789449, -71.09306889)"
202000910,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,168,0,2019-12-29 22:00,2019,12,Sunday,22,,HARRISON AVE,42.337902,-71.071452,"(42.33790200, -71.07145200)"
192104699,3114,,INVESTIGATE PROPERTY,D4,169,0,2019-12-27 18:00,2019,12,Friday,18,,HARRISON AVE,42.337902,-71.071452,"(42.33790200, -71.07145200)"
192093276,801,,ASSAULT - SIMPLE,C6,936,0,2019-11-18 1:59,2019,11,Monday,1,,DALESSIO CT,42.337902,-71.056113,"(42.33790200, -71.05611300)"
192092046,724,,AUTO THEFT,D4,169,0,2019-11-13 10:00,2019,11,Wednesday,10,,HARRISON AVE,42.337902,-71.071452,"(42.33790200, -71.07145200)"
192079543,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4, ,0,2019-10-01 23:02,2019,10,Tuesday,23,,HARRISON AVE,42.337902,-71.071452,"(42.33790200, -71.07145200)"
I192023154,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,936,,2019-03-29 17:44,2019,3,Friday,17,Part Two,DALESSIO CT,42.3379028,-71.05611348,"(42.33790280, -71.05611348)"
I192006071,3114,Investigate Property,INVESTIGATE PROPERTY,C6,936,,2019-01-23 18:43,2019,1,Wednesday,18,Part Three,DALESSIO CT,42.3379028,-71.05611348,"(42.33790280, -71.05611348)"
I192002342,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,936,,2019-01-09 12:17,2019,1,Wednesday,12,Part Two,DALESSIO CT,42.3379028,-71.05611348,"(42.33790280, -71.05611348)"
I192001409,2647,Other,THREATS TO DO BODILY HARM,C6,936,,2019-01-05 21:42,2019,1,Saturday,21,Part Two,DALESSIO CT,42.3379028,-71.05611348,"(42.33790280, -71.05611348)"
I192001394,3301,Verbal Disputes,VERBAL DISPUTE,C6,936,,2019-01-05 19:09,2019,1,Saturday,19,Part Three,DALESSIO CT,42.3379028,-71.05611348,"(42.33790280, -71.05611348)"
I192077755,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,169,,2019-09-26 12:38,2019,9,Thursday,12,Part Three,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192068588,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D4,169,,2019-08-29 6:58,2019,8,Thursday,6,Part Three,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192064972,3207,Property Found,PROPERTY - FOUND,D4,168,,2019-08-18 12:53,2019,8,Sunday,12,Part Three,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192060710,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,168,,2019-08-04 16:58,2019,8,Sunday,16,Part Three,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192060467,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D4,168,,2019-08-03 22:04,2019,8,Saturday,22,Part Two,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192060363,3125,Warrant Arrests,WARRANT ARREST,D4,169,,2019-08-03 12:50,2019,8,Saturday,12,Part Three,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192060363,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,169,,2019-08-03 12:50,2019,8,Saturday,12,Part One,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192050713,3207,Property Found,PROPERTY - FOUND,D4,168,,2019-07-03 7:20,2019,7,Wednesday,7,Part Three,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192046368,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,168,,2019-06-18 23:18,2019,6,Tuesday,23,Part One,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192041899,2610,Other,TRESPASSING,D4,169,,2019-06-04 6:55,2019,6,Tuesday,6,Part Two,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192035763,3115,Investigate Person,INVESTIGATE PERSON,D4,168,,2019-05-14 12:22,2019,5,Tuesday,12,Part Three,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192034672,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,169,,2019-05-10 10:07,2019,5,Friday,10,Part Three,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192030457,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D4,168,,2019-04-25 14:51,2019,4,Thursday,14,Part Three,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192019144,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,D4,169,,2019-03-15 8:26,2019,3,Friday,8,Part Three,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192007556,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,169,,2019-01-29 11:46,2019,1,Tuesday,11,Part Three,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I192022312,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D4, ,,2019-03-27 1:48,2019,3,Wednesday,1,Part Two,,42.33791058,-71.08296243,"(42.33791058, -71.08296243)"
I192022312,2905,Violations,VAL - OPERATING WITHOUT LICENSE,D4, ,,2019-03-27 1:48,2019,3,Wednesday,1,Part Two,,42.33791058,-71.08296243,"(42.33791058, -71.08296243)"
192093757,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,0,2019-11-19 17:15,2019,11,Tuesday,17,,,42.337915,-71.074946,"(42.33791500, -71.07494600)"
I192054417,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,168,,2019-07-15 11:30,2019,7,Monday,11,Part One,E CONCORD ST,42.33791505,-71.07494606,"(42.33791505, -71.07494606)"
192098287,3006,,SICK/INJURED/MEDICAL - PERSON,D14,790,0,2019-12-06 13:29,2019,12,Friday,13,,ENGLEWOOD AVE,42.337918,-71.148676,"(42.33791800, -71.14867600)"
192088432,3106,,PROPERTY - ACCIDENTAL DAMAGE,D14,790,0,2019-11-01 3:00,2019,11,Friday,3,,ENGLEWOOD AVE,42.337918,-71.148676,"(42.33791800, -71.14867600)"
192098764,3207,,PROPERTY - FOUND,D4,617,0,2019-12-08 6:11,2019,12,Sunday,6,,HUNTINGTON AVE,42.337922,-71.095266,"(42.33792200, -71.09526600)"
192097064,3005,,SICK ASSIST,D4,617,0,2019-12-01 21:18,2019,12,Sunday,21,,HUNTINGTON AVE,42.337922,-71.095266,"(42.33792200, -71.09526600)"
192095691,2662,,BALLISTICS EVIDENCE/FOUND,D4,617,1,2019-11-24 17:00,2019,11,Sunday,17,,HUNTINGTON AVE,42.337922,-71.095266,"(42.33792200, -71.09526600)"
192091868,301,,ROBBERY,D4,617,0,2019-11-12 23:44,2019,11,Tuesday,23,,HUNTINGTON AVE,42.337922,-71.095266,"(42.33792200, -71.09526600)"
192086620,619,,LARCENY ALL OTHERS,D4,617,0,2019-10-25 20:10,2019,10,Friday,20,,HUNTINGTON AVE,42.337922,-71.095266,"(42.33792200, -71.09526600)"
I192073623,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,617,,2019-09-13 16:25,2019,9,Friday,16,Part Three,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192070128,3114,Investigate Property,INVESTIGATE PROPERTY,D4,617,,2019-09-03 4:14,2019,9,Tuesday,4,Part Three,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192068963,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,617,,2019-08-30 12:37,2019,8,Friday,12,Part Three,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192063023,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,617,,2019-08-11 7:30,2019,8,Sunday,7,Part Three,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192062042,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,617,,2019-08-08 19:08,2019,8,Thursday,19,Part Three,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192054709,1304,Recovered Stolen Property,PROPERTY - STOLEN THEN RECOVERED,D4,617,,2019-07-16 11:30,2019,7,Tuesday,11,Part Two,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192054157,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,617,,2019-07-14 14:03,2019,7,Sunday,14,Part Two,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192052369,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,617,,2019-07-08 18:22,2019,7,Monday,18,Part Three,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192049080,3114,Investigate Property,INVESTIGATE PROPERTY,D4,617,,2019-06-27 20:54,2019,6,Thursday,20,Part Three,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192046482,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,617,,2019-06-19 12:15,2019,6,Wednesday,12,Part Three,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192037420,2629,Harassment,HARASSMENT,D4,617,,2019-05-19 22:42,2019,5,Sunday,22,Part Two,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192034444,3001,Medical Assistance,DEATH INVESTIGATION,D4,617,,2019-05-09 15:54,2019,5,Thursday,15,Part Three,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192029753,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,617,,2019-04-23 10:30,2019,4,Tuesday,10,Part Two,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192011765,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,617,,2019-02-14 8:15,2019,2,Thursday,8,Part Three,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192006522,1402,Vandalism,VANDALISM,D4,617,,2019-01-25 9:44,2019,1,Friday,9,Part Two,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192004217,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,D4,617,,2019-01-16 11:36,2019,1,Wednesday,11,Part Three,HUNTINGTON AVE,42.33792266,-71.09526598,"(42.33792266, -71.09526598)"
I192065003,1402,Vandalism,VANDALISM,C6,214,,2019-08-18 15:58,2019,8,Sunday,15,Part Two,W BROADWAY,42.33793018,-71.04947397,"(42.33793018, -71.04947397)"
I192070545,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,214,,2019-09-04 8:37,2019,9,Wednesday,8,Part One,SILVER ST,42.33793685,-71.05049793,"(42.33793685, -71.05049793)"
I192020797,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,214,,2019-03-20 8:30,2019,3,Wednesday,8,Part One,SILVER ST,42.33793685,-71.05049793,"(42.33793685, -71.05049793)"
192101458,3006,,SICK/INJURED/MEDICAL - PERSON,C6,936,0,2019-12-17 11:10,2019,12,Tuesday,11,,D ST,42.337942,-71.05184,"(42.33794200, -71.05184000)"
192101477,2647,,THREATS TO DO BODILY HARM,C6,936,0,2019-12-13 13:55,2019,12,Friday,13,,D ST,42.337942,-71.05184,"(42.33794200, -71.05184000)"
192086616,1402,,VANDALISM,D4,168,0,2019-10-25 20:22,2019,10,Friday,20,,E NEWTON ST,42.337942,-71.072501,"(42.33794200, -71.07250100)"
192085518,3005,,SICK ASSIST,C6,936,0,2019-10-22 10:07,2019,10,Tuesday,10,,D ST,42.337942,-71.05184,"(42.33794200, -71.05184000)"
192082081,801,,ASSAULT - SIMPLE,C6,936,0,2019-10-10 15:14,2019,10,Thursday,15,,D ST,42.337942,-71.05184,"(42.33794200, -71.05184000)"
192081809,3005,,SICK ASSIST,C6,936,0,2019-10-09 14:53,2019,10,Wednesday,14,,D ST,42.337942,-71.05184,"(42.33794200, -71.05184000)"
I192076074,2610,Other,TRESPASSING,C6,936,,2019-09-21 11:20,2019,9,Saturday,11,Part Two,D ST,42.33794261,-71.05184093,"(42.33794261, -71.05184093)"
I192057854,2629,Harassment,HARASSMENT,C6,936,,2019-08-02 16:05,2019,8,Friday,16,Part Two,D ST,42.33794261,-71.05184093,"(42.33794261, -71.05184093)"
I192049077,2647,Other,THREATS TO DO BODILY HARM,C6,936,,2019-06-27 19:30,2019,6,Thursday,19,Part Two,D ST,42.33794261,-71.05184093,"(42.33794261, -71.05184093)"
I192041410,1402,Vandalism,VANDALISM,C6,936,,2019-06-01 18:00,2019,6,Saturday,18,Part Two,D ST,42.33794261,-71.05184093,"(42.33794261, -71.05184093)"
I192026194,3114,Investigate Property,INVESTIGATE PROPERTY,C6,936,,2019-04-08 21:00,2019,4,Monday,21,Part Three,D ST,42.33794261,-71.05184093,"(42.33794261, -71.05184093)"
I192007640,1402,Vandalism,VANDALISM,C6,936,,2019-01-29 17:08,2019,1,Tuesday,17,Part Two,D ST,42.33794261,-71.05184093,"(42.33794261, -71.05184093)"
192199468,3410,,TOWED MOTOR VEHICLE,C6,196,0,2019-12-13 0:00,2019,12,Friday,0,,,42.337944,-71.056929,"(42.33794400, -71.05692900)"
192100518,3502,,MISSING PERSON - LOCATED,C6,936,0,2019-12-13 23:00,2019,12,Friday,23,,FLAHERTY WAY,42.337947,-71.053105,"(42.33794700, -71.05310500)"
192088339,801,,ASSAULT - SIMPLE,C6,936,0,2019-10-31 20:20,2019,10,Thursday,20,,FLAHERTY WAY,42.337947,-71.053105,"(42.33794700, -71.05310500)"
192082526,3114,,INVESTIGATE PROPERTY,C6,936,0,2019-10-11 22:30,2019,10,Friday,22,,FLAHERTY WAY,42.337947,-71.053105,"(42.33794700, -71.05310500)"
I192078421,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,936,,2019-09-28 12:34,2019,9,Saturday,12,Part Two,FLAHERTY WAY,42.33794745,-71.05310513,"(42.33794745, -71.05310513)"
I192064761,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,936,,2019-08-17 17:31,2019,8,Saturday,17,Part One,FLAHERTY WAY,42.33794745,-71.05310513,"(42.33794745, -71.05310513)"
