INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192050537,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2019-07-02 16:31,2019,7,Tuesday,16,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192050222,2610,Other,TRESPASSING,A1,111,,2019-07-01 16:51,2019,7,Monday,16,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192049856,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2019-06-30 11:50,2019,6,Sunday,11,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192049856,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2019-06-30 11:50,2019,6,Sunday,11,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192049408,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,111,,2019-06-28 21:58,2019,6,Friday,21,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192049408,1402,Vandalism,VANDALISM,A1,111,,2019-06-28 21:58,2019,6,Friday,21,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192049312,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,111,,2019-06-28 16:41,2019,6,Friday,16,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192049312,2657,Other,VIOLATION - CITY ORDINANCE,A1,111,,2019-06-28 16:41,2019,6,Friday,16,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192049283,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,111,,2019-06-28 13:50,2019,6,Friday,13,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192049283,3125,Warrant Arrests,WARRANT ARREST,A1,111,,2019-06-28 13:50,2019,6,Friday,13,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192049283,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2019-06-28 13:50,2019,6,Friday,13,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048985,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,111,,2019-06-27 17:49,2019,6,Thursday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048985,3125,Warrant Arrests,WARRANT ARREST,A1,111,,2019-06-27 17:49,2019,6,Thursday,17,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048985,1870,Drug Violation,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE,A1,111,,2019-06-27 17:49,2019,6,Thursday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048953,1845,Drug Violation,DRUGS - POSS CLASS D,A1,111,,2019-06-27 15:31,2019,6,Thursday,15,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048953,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2019-06-27 15:31,2019,6,Thursday,15,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048950,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2019-06-27 15:29,2019,6,Thursday,15,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048950,1845,Drug Violation,DRUGS - POSS CLASS D,A1,111,,2019-06-27 15:29,2019,6,Thursday,15,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048952,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2019-06-27 15:00,2019,6,Thursday,15,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048952,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2019-06-27 15:00,2019,6,Thursday,15,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048695,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,111,,2019-06-26 19:04,2019,6,Wednesday,19,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048695,1870,Drug Violation,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE,A1,111,,2019-06-26 19:04,2019,6,Wednesday,19,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048695,3125,Warrant Arrests,WARRANT ARREST,A1,111,,2019-06-26 19:04,2019,6,Wednesday,19,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192048106,2657,Other,VIOLATION - CITY ORDINANCE,A1,111,,2019-06-24 19:26,2019,6,Monday,19,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192047733,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,111,,2019-06-23 18:50,2019,6,Sunday,18,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192047733,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2019-06-23 18:50,2019,6,Sunday,18,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192047465,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2019-06-22 19:10,2019,6,Saturday,19,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192047472,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2019-06-22 18:13,2019,6,Saturday,18,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192047472,1874,Drug Violation,DRUGS - OTHER,A1,111,,2019-06-22 18:13,2019,6,Saturday,18,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192047472,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,111,,2019-06-22 18:13,2019,6,Saturday,18,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192047453,3115,Investigate Person,INVESTIGATE PERSON,A1,111,,2019-06-22 17:46,2019,6,Saturday,17,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192047471,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2019-06-22 17:40,2019,6,Saturday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192047471,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2019-06-22 17:40,2019,6,Saturday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192046904,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2019-06-20 19:41,2019,6,Thursday,19,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192047482,2604,Other,EXTORTION OR BLACKMAIL,A1,111,,2019-06-16 12:00,2019,6,Sunday,12,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192044529,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,111,,2019-06-11 13:15,2019,6,Tuesday,13,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192043795,2610,Other,TRESPASSING,A1,111,,2019-06-10 9:59,2019,6,Monday,9,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192043540,3410,Towed,TOWED MOTOR VEHICLE,A1,111,,2019-06-09 9:00,2019,6,Sunday,9,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192043358,311,Robbery,ROBBERY - COMMERCIAL,A1,111,,2019-06-08 16:10,2019,6,Saturday,16,Part One,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192042997,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,111,,2019-06-07 12:42,2019,6,Friday,12,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192042694,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,111,,2019-06-06 14:22,2019,6,Thursday,14,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192042390,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,111,,2019-06-05 15:45,2019,6,Wednesday,15,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192042390,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,111,,2019-06-05 15:45,2019,6,Wednesday,15,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192039650,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,111,,2019-05-27 12:50,2019,5,Monday,12,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192039650,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,A1,111,,2019-05-27 12:50,2019,5,Monday,12,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192039650,2660,Other,OTHER OFFENSE,A1,111,,2019-05-27 12:50,2019,5,Monday,12,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192039484,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,111,,2019-05-26 20:29,2019,5,Sunday,20,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192039078,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A1,111,,2019-05-25 2:24,2019,5,Saturday,2,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192038569,3125,Warrant Arrests,WARRANT ARREST,A1,111,,2019-05-23 7:30,2019,5,Thursday,7,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192038569,1870,Drug Violation,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE,A1,111,,2019-05-23 7:30,2019,5,Thursday,7,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192038569,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,111,,2019-05-23 7:30,2019,5,Thursday,7,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192038407,1402,Vandalism,VANDALISM,A1,111,,2019-05-23 6:32,2019,5,Thursday,6,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192037167,617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,2019-05-18 22:05,2019,5,Saturday,22,Part One,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192035269,617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,2019-05-12 14:13,2019,5,Sunday,14,Part One,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192034495,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,111,,2019-05-09 18:36,2019,5,Thursday,18,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192034475,2660,Other,OTHER OFFENSE,A1,111,,2019-05-09 17:00,2019,5,Thursday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192034475,3125,Warrant Arrests,WARRANT ARREST,A1,111,,2019-05-09 17:00,2019,5,Thursday,17,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192034475,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,111,,2019-05-09 17:00,2019,5,Thursday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192033517,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,111,,2019-05-06 17:08,2019,5,Monday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192033517,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,111,,2019-05-06 17:08,2019,5,Monday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192033517,2610,Other,TRESPASSING,A1,111,,2019-05-06 17:08,2019,5,Monday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192033000,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2019-05-04 17:30,2019,5,Saturday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192033000,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,111,,2019-05-04 17:30,2019,5,Saturday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192033000,3125,Warrant Arrests,WARRANT ARREST,A1,111,,2019-05-04 17:30,2019,5,Saturday,17,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192031596,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,111,,2019-04-29 17:00,2019,4,Monday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192031596,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2019-04-29 17:00,2019,4,Monday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192031596,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,111,,2019-04-29 17:00,2019,4,Monday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192031596,2610,Other,TRESPASSING,A1,111,,2019-04-29 17:00,2019,4,Monday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192031596,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2019-04-29 17:00,2019,4,Monday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192030090,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,111,,2019-04-24 11:25,2019,4,Wednesday,11,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192028374,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2019-04-17 18:45,2019,4,Wednesday,18,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192028374,3125,Warrant Arrests,WARRANT ARREST,A1,111,,2019-04-17 18:45,2019,4,Wednesday,18,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192026562,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2019-04-10 22:12,2019,4,Wednesday,22,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192026562,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2019-04-10 22:12,2019,4,Wednesday,22,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192023171,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A1,111,,2019-03-29 17:40,2019,3,Friday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192023171,724,Auto Theft,AUTO THEFT,A1,111,,2019-03-29 17:40,2019,3,Friday,17,Part One,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192020780,2647,Other,THREATS TO DO BODILY HARM,A1,111,,2019-03-20 20:00,2019,3,Wednesday,20,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192010618,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2019-02-09 17:30,2019,2,Saturday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192010618,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,111,,2019-02-09 17:30,2019,2,Saturday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192010618,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2019-02-09 17:30,2019,2,Saturday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192008541,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A1,111,,2019-02-01 17:45,2019,2,Friday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192004669,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A1,111,,2019-01-17 22:57,2019,1,Thursday,22,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192004669,3410,Towed,TOWED MOTOR VEHICLE,A1,111,,2019-01-17 22:57,2019,1,Thursday,22,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192000177,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,111,,2019-01-01 13:09,2019,1,Tuesday,13,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I192000177,2657,Other,VIOLATION - CITY ORDINANCE,A1,111,,2019-01-01 13:09,2019,1,Tuesday,13,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
192092519,244,,Fondling - Indecent Assault,D14,803,0,2019-11-15 11:40,2019,11,Friday,11,,EVERETT ST,42.35595,-71.138301,"(42.35595000, -71.13830100)"
I192055522,3110,Police Service Incidents,SERVICE TO OTHER PD OUTSIDE OF MA.,D14,803,,2019-07-18 21:49,2019,7,Thursday,21,Part Three,EVERETT ST,42.35595088,-71.13830108,"(42.35595088, -71.13830108)"
I192037594,3301,Verbal Disputes,VERBAL DISPUTE,D14,803,,2019-05-20 15:30,2019,5,Monday,15,Part Three,EVERETT ST,42.35595088,-71.13830108,"(42.35595088, -71.13830108)"
I192028127,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,803,,2019-04-16 18:17,2019,4,Tuesday,18,Part One,EVERETT ST,42.35595088,-71.13830108,"(42.35595088, -71.13830108)"
I192039392,1108,Fraud,FRAUD - WELFARE,D14,803,,2019-03-01 12:00,2019,3,Friday,12,Part Two,EVERETT ST,42.35595088,-71.13830108,"(42.35595088, -71.13830108)"
192102971,3114,,INVESTIGATE PROPERTY,D14,804,0,2019-12-22 22:01,2019,12,Sunday,22,,EVERETT ST,42.355953,-71.138524,"(42.35595300, -71.13852400)"
192099826,423,,ASSAULT - AGGRAVATED,D14,804,0,2019-12-11 19:10,2019,12,Wednesday,19,,EVERETT ST,42.355953,-71.138524,"(42.35595300, -71.13852400)"
192094536,3114,,INVESTIGATE PROPERTY,D14,804,0,2019-11-22 7:45,2019,11,Friday,7,,EVERETT ST,42.355953,-71.138524,"(42.35595300, -71.13852400)"
192093667,3803,,M/V ACCIDENT - PERSONAL INJURY,D14,804,0,2019-11-19 12:15,2019,11,Tuesday,12,,EVERETT ST,42.355953,-71.138524,"(42.35595300, -71.13852400)"
192082107,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,804,0,2019-10-10 16:00,2019,10,Thursday,16,,EVERETT ST,42.355953,-71.138524,"(42.35595300, -71.13852400)"
192082018,613,,LARCENY SHOPLIFTING,D14,804,0,2019-10-10 11:00,2019,10,Thursday,11,,EVERETT ST,42.355953,-71.138524,"(42.35595300, -71.13852400)"
I192073526,1402,Vandalism,VANDALISM,D14,804,,2019-09-13 12:49,2019,9,Friday,12,Part Two,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192072994,3301,Verbal Disputes,VERBAL DISPUTE,D14,804,,2019-09-11 19:48,2019,9,Wednesday,19,Part Three,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192072837,613,Larceny,LARCENY SHOPLIFTING,D14,804,,2019-09-11 12:49,2019,9,Wednesday,12,Part One,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192072233,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,804,,2019-09-09 14:28,2019,9,Monday,14,Part Two,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192070952,3207,Property Found,PROPERTY - FOUND,D14,804,,2019-09-04 11:00,2019,9,Wednesday,11,Part Three,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192066813,3301,Verbal Disputes,VERBAL DISPUTE,D14,804,,2019-08-23 18:44,2019,8,Friday,18,Part Three,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192064727,1402,Vandalism,VANDALISM,D14,804,,2019-08-17 16:32,2019,8,Saturday,16,Part Two,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192063549,3115,Investigate Person,INVESTIGATE PERSON,D14,804,,2019-08-12 20:30,2019,8,Monday,20,Part Three,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192060650,3201,Property Lost,PROPERTY - LOST,D14,804,,2019-08-03 15:00,2019,8,Saturday,15,Part Three,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192056291,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,804,,2019-07-21 16:37,2019,7,Sunday,16,Part Three,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192053023,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,804,,2019-07-10 17:53,2019,7,Wednesday,17,Part Two,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192050995,617,Larceny,LARCENY THEFT FROM BUILDING,D14,804,,2019-07-03 23:34,2019,7,Wednesday,23,Part One,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192046491,2403,Disorderly Conduct,DISTURBING THE PEACE,D14,804,,2019-06-19 11:33,2019,6,Wednesday,11,Part Two,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192046039,3201,Property Lost,PROPERTY - LOST,D14,804,,2019-06-16 19:00,2019,6,Sunday,19,Part Three,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192044952,613,Larceny,LARCENY SHOPLIFTING,D14,804,,2019-06-13 21:10,2019,6,Thursday,21,Part One,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192043806,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,804,,2019-06-10 9:45,2019,6,Monday,9,Part One,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192040961,3207,Property Found,PROPERTY - FOUND,D14,804,,2019-05-31 19:20,2019,5,Friday,19,Part Three,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I192044808,3201,Property Lost,PROPERTY - LOST,D14,804,,2019-05-29 15:30,2019,5,Wednesday,15,Part Three,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
