INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192076418,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",E18,527,,2019-09-22 15:23,2019,9,Sunday,15,Part Three,HYDE PARK AVE,42.23334151,-71.13368781,"(42.23334151, -71.13368781)"
I192065364,3115,Investigate Person,INVESTIGATE PERSON,E18,527,,2019-08-19 16:30,2019,8,Monday,16,Part Three,HYDE PARK AVE,42.23334151,-71.13368781,"(42.23334151, -71.13368781)"
I192012294,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,527,,2019-02-15 23:40,2019,2,Friday,23,Part One,HYDE PARK AVE,42.23334151,-71.13368781,"(42.23334151, -71.13368781)"
I192056759,3007,Medical Assistance,SUDDEN DEATH,E18,527,,2019-07-23 7:33,2019,7,Tuesday,7,Part Three,MILLSTONE RD,42.23337226,-71.13200359,"(42.23337226, -71.13200359)"
I192024474,3114,Investigate Property,INVESTIGATE PROPERTY,E18,527,,2019-04-03 11:49,2019,4,Wednesday,11,Part Three,MILLSTONE RD,42.23337226,-71.13200359,"(42.23337226, -71.13200359)"
192079845,3114,,INVESTIGATE PROPERTY,E18,526,0,2019-10-02 22:04,2019,10,Wednesday,22,,MEADOWVIEW RD,42.233574,-71.129177,"(42.23357400, -71.12917700)"
I192017135,619,Larceny,LARCENY ALL OTHERS,E18,526,,2019-02-15 8:00,2019,2,Friday,8,Part One,MEADOWVIEW RD,42.23357448,-71.12917748,"(42.23357448, -71.12917748)"
I192017135,1001,Counterfeiting,FORGERY / COUNTERFEITING,E18,526,,2019-02-15 8:00,2019,2,Friday,8,Part Two,MEADOWVIEW RD,42.23357448,-71.12917748,"(42.23357448, -71.12917748)"
192093190,3115,,INVESTIGATE PERSON,E18,526,0,2019-11-17 18:27,2019,11,Sunday,18,,CLIFFORD ST,42.233712,-71.131298,"(42.23371200, -71.13129800)"
I192066150,3114,Investigate Property,INVESTIGATE PROPERTY,E18,528,,2019-08-21 20:25,2019,8,Wednesday,20,Part Three,SPRAGUE ST,42.23405146,-71.13882916,"(42.23405146, -71.13882916)"
I192052153,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,528,,2019-07-08 8:36,2019,7,Monday,8,Part Three,SPRAGUE ST,42.23405146,-71.13882916,"(42.23405146, -71.13882916)"
I192048776,3114,Investigate Property,INVESTIGATE PROPERTY,E18,528,,2019-06-26 22:31,2019,6,Wednesday,22,Part Three,SPRAGUE ST,42.23405146,-71.13882916,"(42.23405146, -71.13882916)"
I192047057,2647,Other,THREATS TO DO BODILY HARM,E18,528,,2019-06-21 12:06,2019,6,Friday,12,Part Two,SPRAGUE ST,42.23405146,-71.13882916,"(42.23405146, -71.13882916)"
I192042469,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,528,,2019-06-05 6:30,2019,6,Wednesday,6,Part One,SPRAGUE ST,42.23405146,-71.13882916,"(42.23405146, -71.13882916)"
I192015785,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,528,,2019-03-02 2:25,2019,3,Saturday,2,Part Three,SPRAGUE ST,42.23405146,-71.13882916,"(42.23405146, -71.13882916)"
I192050982,2629,Harassment,HARASSMENT,E18,527,,2019-07-03 21:15,2019,7,Wednesday,21,Part Two,HYDE PARK AVE,42.23421715,-71.13327736,"(42.23421715, -71.13327736)"
I192014494,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,E18,527,,2019-02-25 12:32,2019,2,Monday,12,Part Three,HYDE PARK AVE,42.23421715,-71.13327736,"(42.23421715, -71.13327736)"
192095269,3106,,PROPERTY - ACCIDENTAL DAMAGE,E18,526,0,2019-11-24 23:09,2019,11,Sunday,23,,STANBRO ST,42.23429,-71.128342,"(42.23429000, -71.12834200)"
I192020111,3410,Towed,TOWED MOTOR VEHICLE,E18,526,,2019-03-18 16:12,2019,3,Monday,16,Part Three,STANBRO ST,42.23452842,-71.12928352,"(42.23452842, -71.12928352)"
I192066214,616,Larceny,LARCENY THEFT OF BICYCLE,E18,527,,2019-08-17 5:30,2019,8,Saturday,5,Part One,HYDE PARK AVE,42.23467973,-71.13305906,"(42.23467973, -71.13305906)"
I192075394,3402,Service,ANIMAL INCIDENTS,E18,527,,2019-09-17 19:00,2019,9,Tuesday,19,Part Three,PRESCOTT ST,42.23480079,-71.13396522,"(42.23480079, -71.13396522)"
I192006046,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,527,,2019-01-23 6:45,2019,1,Wednesday,6,Part One,PRESCOTT ST,42.23480079,-71.13396522,"(42.23480079, -71.13396522)"
192100943,2907,,VAL - OPERATING AFTER REV/SUSP.,E18,528,0,2019-12-15 14:55,2019,12,Sunday,14,,SPRAGUE ST,42.234902,-71.13791,"(42.23490200, -71.13791000)"
192081908,3006,,SICK/INJURED/MEDICAL - PERSON,E18,528,0,2019-10-09 19:25,2019,10,Wednesday,19,,SPRAGUE ST,42.234902,-71.13791,"(42.23490200, -71.13791000)"
I192067469,3114,Investigate Property,INVESTIGATE PROPERTY,E18,528,,2019-08-25 23:26,2019,8,Sunday,23,Part Three,SPRAGUE ST,42.23490232,-71.13791008,"(42.23490232, -71.13791008)"
I192062419,3114,Investigate Property,INVESTIGATE PROPERTY,E18,528,,2019-08-10 0:23,2019,8,Saturday,0,Part Three,SPRAGUE ST,42.23490232,-71.13791008,"(42.23490232, -71.13791008)"
I192060571,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E18,528,,2019-08-04 3:00,2019,8,Sunday,3,Part One,SPRAGUE ST,42.23490232,-71.13791008,"(42.23490232, -71.13791008)"
I192059662,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E18,528,,2019-07-28 23:13,2019,7,Sunday,23,Part One,SPRAGUE ST,42.23490232,-71.13791008,"(42.23490232, -71.13791008)"
I192057195,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,E18,528,,2019-07-24 14:26,2019,7,Wednesday,14,Part One,SPRAGUE ST,42.23490232,-71.13791008,"(42.23490232, -71.13791008)"
I192052481,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18,528,,2019-07-09 7:05,2019,7,Tuesday,7,Part Three,SPRAGUE ST,42.23490232,-71.13791008,"(42.23490232, -71.13791008)"
I192047909,3115,Investigate Person,INVESTIGATE PERSON,E18,528,,2019-06-24 10:55,2019,6,Monday,10,Part Three,SPRAGUE ST,42.23490232,-71.13791008,"(42.23490232, -71.13791008)"
I192038152,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,528,,2019-05-21 15:30,2019,5,Tuesday,15,Part Three,SPRAGUE ST,42.23490232,-71.13791008,"(42.23490232, -71.13791008)"
I192020261,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,528,,2019-03-19 7:00,2019,3,Tuesday,7,Part Three,SPRAGUE ST,42.23490232,-71.13791008,"(42.23490232, -71.13791008)"
I192012094,3301,Verbal Disputes,VERBAL DISPUTE,E18,528,,2019-02-15 16:54,2019,2,Friday,16,Part Three,SPRAGUE ST,42.23490232,-71.13791008,"(42.23490232, -71.13791008)"
I192028176,2622,Other,KIDNAPPING/CUSTODIAL KIDNAPPING,E18,526,,2019-04-16 21:40,2019,4,Tuesday,21,Part Two,COLCHESTER ST,42.23496335,-71.12962264,"(42.23496335, -71.12962264)"
I192074842,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18,527,,2019-09-17 16:58,2019,9,Tuesday,16,Part Three,STANBRO ST,42.23503135,-71.1312355,"(42.23503135, -71.13123550)"
192094441,3115,,INVESTIGATE PERSON,E18,526,0,2019-11-21 18:40,2019,11,Thursday,18,,LAWTON ST,42.2352,-71.129169,"(42.23520000, -71.12916900)"
I192009331,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,527,,2019-02-05 6:34,2019,2,Tuesday,6,Part One,STANBRO ST,42.23552076,-71.13315135,"(42.23552076, -71.13315135)"
192099994,3301,,VERBAL DISPUTE,E18,525,0,2019-12-12 11:45,2019,12,Thursday,11,,NEPONSET VALLEY PKWY,42.235672,-71.125974,"(42.23567200, -71.12597400)"
192099497,3301,,VERBAL DISPUTE,E18,525,0,2019-12-10 17:12,2019,12,Tuesday,17,,NEPONSET VALLEY PKWY,42.235672,-71.125974,"(42.23567200, -71.12597400)"
192079506,801,,ASSAULT - SIMPLE,E18, ,0,2019-10-01 20:02,2019,10,Tuesday,20,,NEPONSET VALLEY PKWY,42.235672,-71.125974,"(42.23567200, -71.12597400)"
I192002404,2647,Other,THREATS TO DO BODILY HARM,E18,525,,2019-01-09 11:30,2019,1,Wednesday,11,Part Two,NEPONSET VALLEY PKWY,42.23567221,-71.12597459,"(42.23567221, -71.12597459)"
192093302,3410,,TOWED MOTOR VEHICLE,E18,526,0,2019-11-18 8:40,2019,11,Monday,8,,,42.235764,-71.126236,"(42.23576400, -71.12623600)"
192101390,3301,,VERBAL DISPUTE,E18,527,0,2019-12-17 7:52,2019,12,Tuesday,7,,CLIFFORD ST,42.235787,-71.13034,"(42.23578700, -71.13034000)"
192099562,3301,,VERBAL DISPUTE,E18,527,0,2019-12-10 21:26,2019,12,Tuesday,21,,CLIFFORD ST,42.235787,-71.13034,"(42.23578700, -71.13034000)"
192088512,3301,,VERBAL DISPUTE,E18,527,0,2019-11-01 0:00,2019,11,Friday,0,,CLIFFORD ST,42.235787,-71.13034,"(42.23578700, -71.13034000)"
192088111,3301,,VERBAL DISPUTE,E18,527,0,2019-10-31 6:11,2019,10,Thursday,6,,CLIFFORD ST,42.235787,-71.13034,"(42.23578700, -71.13034000)"
192087134,3301,,VERBAL DISPUTE,E18,527,0,2019-10-27 21:41,2019,10,Sunday,21,,CLIFFORD ST,42.235787,-71.13034,"(42.23578700, -71.13034000)"
I192020363,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,527,,2019-03-19 13:49,2019,3,Tuesday,13,Part Three,CLIFFORD ST,42.23578713,-71.13034026,"(42.23578713, -71.13034026)"
I192012981,2647,Other,THREATS TO DO BODILY HARM,E18,527,,2019-02-19 12:22,2019,2,Tuesday,12,Part Two,CLIFFORD ST,42.23578713,-71.13034026,"(42.23578713, -71.13034026)"
I192004937,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,527,,2019-01-18 19:45,2019,1,Friday,19,Part Three,CLIFFORD ST,42.23578713,-71.13034026,"(42.23578713, -71.13034026)"
I192031055,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,528,,2019-04-27 16:03,2019,4,Saturday,16,Part Three,SPRAGUE ST,42.23582689,-71.13686223,"(42.23582689, -71.13686223)"
I192008354,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,E18,528,,2019-02-01 11:30,2019,2,Friday,11,Part Three,SPRAGUE ST,42.23582689,-71.13686223,"(42.23582689, -71.13686223)"
I192008354,1201,Embezzlement,EMBEZZLEMENT,E18,528,,2019-02-01 11:30,2019,2,Friday,11,Part Two,SPRAGUE ST,42.23582689,-71.13686223,"(42.23582689, -71.13686223)"
I192005315,3114,Investigate Property,INVESTIGATE PROPERTY,E18,528,,2019-01-20 18:40,2019,1,Sunday,18,Part Three,SPRAGUE ST,42.23582689,-71.13686223,"(42.23582689, -71.13686223)"
I192051475,3114,Investigate Property,INVESTIGATE PROPERTY,E18,526,,2019-07-05 13:44,2019,7,Friday,13,Part Three,COLCHESTER ST,42.23583053,-71.12921886,"(42.23583053, -71.12921886)"
192089634,3115,,INVESTIGATE PERSON,E18,525,0,2019-11-05 8:50,2019,11,Tuesday,8,,NEPONSET VALLEY PKWY,42.236039,-71.127181,"(42.23603900, -71.12718100)"
I192066782,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,525,,2019-08-23 18:51,2019,8,Friday,18,Part Two,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
I192056933,3201,Property Lost,PROPERTY - LOST,E18,525,,2019-07-23 13:00,2019,7,Tuesday,13,Part Three,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
I192056073,3301,Verbal Disputes,VERBAL DISPUTE,E18,525,,2019-07-20 19:17,2019,7,Saturday,19,Part Three,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
I192075695,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18,525,,2019-06-17 18:42,2019,6,Monday,18,Part Three,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
I192037806,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,E18,525,,2019-05-21 9:55,2019,5,Tuesday,9,Part Two,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
I192035167,3115,Investigate Person,INVESTIGATE PERSON,E18,525,,2019-05-12 1:23,2019,5,Sunday,1,Part Three,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
I192022968,311,Robbery,ROBBERY - COMMERCIAL,E18,525,,2019-03-29 6:46,2019,3,Friday,6,Part One,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
I192010896,3114,Investigate Property,INVESTIGATE PROPERTY,E18,525,,2019-02-11 0:08,2019,2,Monday,0,Part Three,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
192100567,3005,,SICK ASSIST,E18,527,0,2019-12-14 9:23,2019,12,Saturday,9,,HAMILTON ST,42.236047,-71.131313,"(42.23604700, -71.13131300)"
192098529,423,,ASSAULT - AGGRAVATED,E18,527,0,2019-12-07 10:02,2019,12,Saturday,10,,HAMILTON ST,42.236047,-71.131313,"(42.23604700, -71.13131300)"
192097536,3115,,INVESTIGATE PERSON,E18,527,0,2019-12-03 20:51,2019,12,Tuesday,20,,HAMILTON ST,42.236047,-71.131313,"(42.23604700, -71.13131300)"
I192065419,1402,Vandalism,VANDALISM,E18,527,,2019-08-19 6:45,2019,8,Monday,6,Part Two,HAMILTON ST,42.23604809,-71.131313,"(42.23604809, -71.13131300)"
I192005120,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,E18,527,,2019-01-19 17:04,2019,1,Saturday,17,Part Three,HAMILTON ST,42.23604809,-71.131313,"(42.23604809, -71.13131300)"
I192062550,3115,Investigate Person,INVESTIGATE PERSON,E18,526,,2019-08-10 12:14,2019,8,Saturday,12,Part Three,NEPONSET VALLEY PKWY,42.23617932,-71.12812972,"(42.23617932, -71.12812972)"
I192061287,3301,Verbal Disputes,VERBAL DISPUTE,E18,526,,2019-08-06 15:34,2019,8,Tuesday,15,Part Three,NEPONSET VALLEY PKWY,42.23617932,-71.12812972,"(42.23617932, -71.12812972)"
I192012118,3207,Property Found,PROPERTY - FOUND,E18,525,,2019-02-15 17:40,2019,2,Friday,17,Part Three,NEPONSET VALLEY PKWY,42.23617932,-71.12812972,"(42.23617932, -71.12812972)"
192102950,423,,ASSAULT - AGGRAVATED,E18,527,0,2019-12-22 20:00,2019,12,Sunday,20,,HYDE PARK AVE,42.23631,-71.13231,"(42.23631000, -71.13231000)"
192102353,1102,,FRAUD - FALSE PRETENSE / SCHEME,E18,527,0,2019-12-15 14:00,2019,12,Sunday,14,,HYDE PARK AVE,42.23631,-71.13231,"(42.23631000, -71.13231000)"
192098152,3006,,SICK/INJURED/MEDICAL - PERSON,E18,527,0,2019-12-06 0:01,2019,12,Friday,0,,HYDE PARK AVE,42.23631,-71.13231,"(42.23631000, -71.13231000)"
192095191,3005,,SICK ASSIST,E18,527,0,2019-11-24 16:10,2019,11,Sunday,16,,HYDE PARK AVE,42.23631,-71.13231,"(42.23631000, -71.13231000)"
192085792,3301,,VERBAL DISPUTE,E18,527,0,2019-10-23 7:32,2019,10,Wednesday,7,,HYDE PARK AVE,42.23631,-71.13231,"(42.23631000, -71.13231000)"
I192074082,3410,Towed,TOWED MOTOR VEHICLE,E18,527,,2019-09-15 6:48,2019,9,Sunday,6,Part Three,HYDE PARK AVE,42.23631051,-71.13231083,"(42.23631051, -71.13231083)"
I192052233,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E18,527,,2019-07-08 12:50,2019,7,Monday,12,Part Three,HYDE PARK AVE,42.23631051,-71.13231083,"(42.23631051, -71.13231083)"
I192039125,3125,Warrant Arrests,WARRANT ARREST,E18,527,,2019-05-25 10:58,2019,5,Saturday,10,Part Three,HYDE PARK AVE,42.23631051,-71.13231083,"(42.23631051, -71.13231083)"
I192039125,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,E18,527,,2019-05-25 10:58,2019,5,Saturday,10,Part Two,HYDE PARK AVE,42.23631051,-71.13231083,"(42.23631051, -71.13231083)"
I192039125,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,527,,2019-05-25 10:58,2019,5,Saturday,10,Part Three,HYDE PARK AVE,42.23631051,-71.13231083,"(42.23631051, -71.13231083)"
I192033764,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E18,527,,2019-05-07 14:31,2019,5,Tuesday,14,Part Two,HYDE PARK AVE,42.23631051,-71.13231083,"(42.23631051, -71.13231083)"
I192022783,619,Larceny,LARCENY ALL OTHERS,E18,527,,2019-03-01 12:00,2019,3,Friday,12,Part One,HYDE PARK AVE,42.23631051,-71.13231083,"(42.23631051, -71.13231083)"
I192022783,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E18,527,,2019-03-01 12:00,2019,3,Friday,12,Part Two,HYDE PARK AVE,42.23631051,-71.13231083,"(42.23631051, -71.13231083)"
I192035736,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",E18,528,,2019-05-14 11:06,2019,5,Tuesday,11,Part Three,SPRAGUE ST,42.23640083,-71.13625139,"(42.23640083, -71.13625139)"
I192016947,3114,Investigate Property,INVESTIGATE PROPERTY,E18,528,,2019-03-06 18:39,2019,3,Wednesday,18,Part Three,SPRAGUE ST,42.23640083,-71.13625139,"(42.23640083, -71.13625139)"
I192058649,2660,Other,OTHER OFFENSE,E18,525,,2019-07-29 12:29,2019,7,Monday,12,Part Two,NEPONSET VALLEY PKWY,42.23649723,-71.12935123,"(42.23649723, -71.12935123)"
192095817,801,,ASSAULT - SIMPLE,E18,527,0,2019-11-26 18:27,2019,11,Tuesday,18,,PRESCOTT ST,42.236513,-71.133171,"(42.23651300, -71.13317100)"
I192077172,3114,Investigate Property,INVESTIGATE PROPERTY,E18,527,,2019-09-24 18:40,2019,9,Tuesday,18,Part Three,PRESCOTT ST,42.23651388,-71.13317161,"(42.23651388, -71.13317161)"
I192044433,2610,Other,TRESPASSING,E18,527,,2019-06-11 23:42,2019,6,Tuesday,23,Part Two,PRESCOTT ST,42.23651388,-71.13317161,"(42.23651388, -71.13317161)"
I192015281,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,527,,2019-02-28 6:44,2019,2,Thursday,6,Part Three,PRESCOTT ST,42.23651388,-71.13317161,"(42.23651388, -71.13317161)"
I192011342,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,527,,2019-02-12 17:48,2019,2,Tuesday,17,Part Two,PRESCOTT ST,42.23651388,-71.13317161,"(42.23651388, -71.13317161)"
I192006186,3115,Investigate Person,INVESTIGATE PERSON,E18,527,,2019-01-24 10:09,2019,1,Thursday,10,Part Three,PRESCOTT ST,42.23651388,-71.13317161,"(42.23651388, -71.13317161)"
I192002652,3410,Towed,TOWED MOTOR VEHICLE,E18,527,,2019-01-10 13:36,2019,1,Thursday,13,Part Three,PRESCOTT ST,42.23651388,-71.13317161,"(42.23651388, -71.13317161)"
I192002652,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,E18,527,,2019-01-10 13:36,2019,1,Thursday,13,Part Two,PRESCOTT ST,42.23651388,-71.13317161,"(42.23651388, -71.13317161)"
I192065977,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,E18,527,,2019-07-30 23:30,2019,7,Tuesday,23,Part Three,NEPONSET VALLEY PKWY,42.23674093,-71.13019536,"(42.23674093, -71.13019536)"
I192065977,3201,Property Lost,PROPERTY - LOST,E18,527,,2019-07-30 23:30,2019,7,Tuesday,23,Part Three,NEPONSET VALLEY PKWY,42.23674093,-71.13019536,"(42.23674093, -71.13019536)"
192095538,520,,BURGLARY - RESIDENTIAL,E18,525,0,2019-11-22 18:00,2019,11,Friday,18,,RILEY RD,42.236864,-71.128591,"(42.23686400, -71.12859100)"
192095534,520,,BURGLARY - RESIDENTIAL,E18,525,0,2019-11-22 18:00,2019,11,Friday,18,,RILEY RD,42.236864,-71.128591,"(42.23686400, -71.12859100)"
192093525,3114,,INVESTIGATE PROPERTY,E18,525,1,2019-11-18 21:38,2019,11,Monday,21,,RILEY RD,42.236864,-71.128591,"(42.23686400, -71.12859100)"
192084924,619,,LARCENY ALL OTHERS,E18,525,0,2019-10-19 19:54,2019,10,Saturday,19,,RILEY RD,42.236864,-71.128591,"(42.23686400, -71.12859100)"
I192035410,619,Larceny,LARCENY ALL OTHERS,E18,525,,2019-05-13 8:26,2019,5,Monday,8,Part One,RILEY RD,42.2368647,-71.12859139,"(42.23686470, -71.12859139)"
I192035410,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,525,,2019-05-13 8:26,2019,5,Monday,8,Part One,RILEY RD,42.2368647,-71.12859139,"(42.23686470, -71.12859139)"
I192035397,619,Larceny,LARCENY ALL OTHERS,E18,525,,2019-05-13 5:50,2019,5,Monday,5,Part One,RILEY RD,42.2368647,-71.12859139,"(42.23686470, -71.12859139)"
I192035397,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,525,,2019-05-13 5:50,2019,5,Monday,5,Part One,RILEY RD,42.2368647,-71.12859139,"(42.23686470, -71.12859139)"
I192035397,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,525,,2019-05-13 5:50,2019,5,Monday,5,Part One,RILEY RD,42.2368647,-71.12859139,"(42.23686470, -71.12859139)"
I192027572,3007,Medical Assistance,SUDDEN DEATH,E18,525,,2019-04-14 13:03,2019,4,Sunday,13,Part Three,RILEY RD,42.2368647,-71.12859139,"(42.23686470, -71.12859139)"
I192028839,3114,Investigate Property,INVESTIGATE PROPERTY,E18,525,,2019-04-19 15:29,2019,4,Friday,15,Part Three,NEPONSET VALLEY PKWY,42.23687951,-71.13068805,"(42.23687951, -71.13068805)"
I192025489,2610,Other,TRESPASSING,E18,525,,2019-04-07 0:22,2019,4,Sunday,0,Part Two,NEPONSET VALLEY PKWY,42.23687951,-71.13068805,"(42.23687951, -71.13068805)"
I192025489,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,525,,2019-04-07 0:22,2019,4,Sunday,0,Part One,NEPONSET VALLEY PKWY,42.23687951,-71.13068805,"(42.23687951, -71.13068805)"
I192025489,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E18,525,,2019-04-07 0:22,2019,4,Sunday,0,Part One,NEPONSET VALLEY PKWY,42.23687951,-71.13068805,"(42.23687951, -71.13068805)"
I192044166,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,525,,2019-06-11 10:03,2019,6,Tuesday,10,Part Two,NEPONSET VALLEY PKWY,42.23707712,-71.13141342,"(42.23707712, -71.13141342)"
I192044166,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,E18,525,,2019-06-11 10:03,2019,6,Tuesday,10,Part Two,NEPONSET VALLEY PKWY,42.23707712,-71.13141342,"(42.23707712, -71.13141342)"
I192009891,3301,Verbal Disputes,VERBAL DISPUTE,E18,525,,2019-02-07 9:01,2019,2,Thursday,9,Part Three,NEPONSET VALLEY PKWY,42.23707712,-71.13141342,"(42.23707712, -71.13141342)"
I192030981,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E18,527,,2019-04-27 11:17,2019,4,Saturday,11,Part Three,HYDE PARK AVE,42.2372097,-71.13190786,"(42.23720970, -71.13190786)"
