,address,LAT,LONG
4169,6 WHITE ST AND MERIDIAN ST,42.375,-71.03972
4170,497 HUNTINGTON AV,42.338047,-71.095541
4172,BROOKS ST AND WOODMONT ST,42.356667,-71.16228
4173,901 W BROADWAY,42.335509,-71.045723
4174,6 AVERTON ST,42.280816,-71.13454
4175,18 PHILLIPS ST,42.360207,-71.067221
4176,76 EASTON ST AND LINCOLN ST,42.375,-71.03972
4177,WASHINGTON ST AND SYLVIA ST,42.310708,-71.103292
4179,11 ARGUS PL,42.349136,-71.15442
4180,123 G ST,42.331737,-71.044321
4181,119 BLUE HILL AV,42.321027,-71.077811
4182,FRUIT ST AND CHARLES ST,42.362523,-71.070692
4183,101 CANAL ST,42.364708,-71.059913
4184,NIGHTINGALE ST AND WALES ST,42.295124,-71.084033
4185,COLUMBUS AV AND CHURCH ST,42.350967,-71.068917
4186,519 BENNINGTON ST,42.381767,-71.020161
4188,57 CORNWALL ST,42.312387,-71.104641
4189,C ST AND W BROADWAY,42.339805,-71.052384
4190,CAMBRIDGE ST AND SORRENTO ST,42.358575,-71.124704
4191,MENDUM ST AND FAIRVIEW ST,42.290992,-71.127968
4192,TREMONT ST AND WHITTIER ST,42.334427,-71.089417
4193,725 COMMONWEALTH AV,42.350506,-71.10736
4195,25 EVERETT ST,42.301007,-71.051818
4197,1943 DORCHESTER AV,42.284412,-71.065225
4199,699 E BROADWAY,42.335809,-71.037551
4201,BATTERYMARCH ST AND LIBERTY SQ,42.357933,-71.055094
4202,HARVARD ST AND CUMMINS HY,42.274343,-71.109191
4203,2 CHESTNUT ST,42.357697,-71.066221
4204,MEDFORD ST AND TUFTS ST,42.379147,-71.05671
4205,72 MARGINAL ST,42.366607,-71.038471
4206,148 PLEASANT ST,42.310647,-71.059281
4208,MASSACHUSETTS AV AND PROCTOR ST,42.327561,-71.067517
4209,SUDBURY ST AND NEW CHARDON ST,42.375,-71.03972
4210,38 COMMONWEALTH AV,42.352827,-71.073121
4212,GREEN ST AND UNION AV,42.309886,-71.105652
4213,244 DORCHESTER ST,42.334923,-71.046842
4214,345 HARRISON AV,42.34518,-71.06448
4215,65 DANNY R,42.241677,-71.140341
4217,MAFFA WY,42.384638,-71.075185
4218,LINCOLN ST AND ANTWERP ST,42.35797,-71.140815
4219,53 HEREFORD ST,42.348827,-71.085881
4220,49 CORBET ST,42.281957,-71.083571
4221,178 SALEM ST,42.366537,-71.054781
4222,TENEAN ST AND CONLEY ST,42.292806,-71.045924
4223,297 HAVRE ST,42.376537,-71.033811
4224,29 ELIOT ST,42.311677,-71.117261
4225,MELNEA CASS BL AND MASSACHUSETTS AV,42.333644,-71.08145
4226,617 WASHINGTON ST,42.352764,-71.062557
4227,43 DIGHTON ST,42.348157,-71.155821
4228,WAIT ST AND STOCKTON ST,42.375,-71.03972
4229,14 WALNUT ST,42.358217,-71.066091
4230,15 HEATHCOTE ST,42.281577,-71.125771
4232,W 4TH ST AND D ST,42.338093,-71.051687
4233,POPLAR ST AND CANTERBURY ST,42.278066,-71.123609
4234,1 BLACKFAN ST,42.338401,-71.104895
4235,509 E 2ND ST AND DORCHESTER ST,42.336954,-71.043042
4237,DORCHESTER AV AND ELLET ST,42.30425,-71.05917
4238,722 E 6TH ST AND K ST,42.375,-71.03972
4239,126 CALLENDER ST,42.288208,-71.083773
4240,HARRISON AV AND HERALD ST,42.346322,-71.063122
4242,101 NORTHERN AV,42.352164,-71.044126
4243,ZELLER ST AND SELWYN ST,42.29117,-71.135289
4244,HUNTINGTON AV AND VANCOUVER ST,42.33726,-71.096947
4245,278 K ST,42.334097,-71.037181
4246,734 METROPOLITAN AV,42.260847,-71.115701
4247,41 LEYDEN ST,42.390116,-71.010902
4249,WHITCOMB AV,42.303157,-71.129621
4250,47 LAGRANGE ST,42.351644,-71.064107
4252,MONASTERY RD AND COLBORNE R,42.345047,-71.147441
4253,NORTHAMPTON ST AND HARRISON AV,42.334443,-71.075748
4254,WASHINGTON ST AND RUGGLES ST,42.331068,-71.082714
4255,355 LONGWOOD AV,42.339367,-71.108035
4256,412 BEACON ST,42.352036,-71.086121
4258,d TREMONT ST AND PARK ST,42.375,-71.03972
4259,1215 HYDE PARK AV,42.257561,-71.123693
4260,109 E DEDHAM ST,42.338129,-71.068264
4261,29 CHESTNUT HILL AV,42.347877,-71.154401
4262,27 RUTLAND SQ,42.339617,-71.075501
4263,6 SARATOGA ST AND ADDISON ST,42.375,-71.03972
4264,GLENCOE ST AND GARDENA ST,42.353793,-71.148743
4265,955 METROPOLITAN AV,42.253637,-71.110991
4266,NEWCOMB ST AND REED ST,42.333721,-71.078114
4267,RUGGLES ST AND WHITTIER ST,42.334427,-71.089417
4268,FREEPORT ST AND TENEAN ST,42.294012,-71.047091
4270,ATHENS ST AND F ST,42.337231,-71.047271
4272,16 ALLSTON ST,42.292697,-71.067321
4273,48 PERCIVAL ST,42.306157,-71.063391
4274,71 LUBEC ST,42.370507,-71.033141
4275,WASHINGTON ST AND SHANNON ST,42.347457,-71.149047
4276,65 I ST,42.336017,-71.040081
4277,W 5TH ST AND E ST,42.336472,-71.05086
4278,505 ADAMS ST,42.292697,-71.057521
4279,9 COLUMBIA R,42.303507,-71.084914
4280,1071 WASHINGTON ST,42.345205,-71.065178
4281,WASHINGTON ST AND MOSGROVE AV,42.291778,-71.122435
4282,118 SOUTHERN AV,42.289477,-71.077191
4283,387 COLUMBIA R,42.311057,-71.070131
4284,361 BOYLSTON ST,42.351947,-71.071681
4285,116 SCHOOL ST,42.297192,-71.076185
4286,ROCKDALE ST AND CUMMINS HY,42.268885,-71.095998
4287,44 NORTON ST,42.305979,-71.068421
4289,LONDON ST,42.373225,-71.038848
4290,STUART ST AND STATE ST,42.375,-71.03972
4292,202 METROPOLITAN AV,42.277857,-71.127411
4293,1205 ADAMS ST,42.272472,-71.067292
4294,99 SUMMER ST,42.353684,-71.058446
4295,1662 CENTRE ST,42.287747,-71.145601
4296,27 FALCON ST,42.38184,-71.038643
4297,58 E NEWTON ST,42.335992,-71.070178
4298,911 BLUE HILL AV,42.293279,-71.08892
4299,13 COLUMBUS AV,42.351427,-71.068641
4301,886 CUMMINS HY,42.268907,-71.095711
4303,1 VICTORIA HEIGHTS R,42.270096,-71.113058
4304,662 SARATOGA ST,42.382617,-71.020751
4305,15 HAVILAND ST,42.346421,-71.088826
4306,GEORGETOWNE PL,42.254867,-71.145171
4308,CHARTER ST AND HENCHMAN ST,42.366916,-71.053967
4310,705 SHAWMUT AV AND KENSINGTON PK,42.3605,-71.0596
4311,111 ORIENT AV,42.390567,-71.005091
4312,STRATHMORE RD AND COMMONWEALTH AV,42.3605,-71.0596
4313,1 WEDGEMERE R,42.271857,-71.161351
4314,285 LONGWOOD AV,42.337616,-71.104706
4315,55 HUNTINGTON AV,42.347788,-71.079656
4316,DEWOLF ST,42.310804,-71.060432
4317,1 CHANNEL ST,42.344857,-71.052093
4319,LAMBERT AV AND ROCKLEDGE ST,42.326891,-71.090629
4320,ALICIA RD AND GALLIVAN BL,42.279387,-71.067859
4321,174 HAROLD ST,42.314957,-71.090763
4322,FENWOOD RD AND BINNEY ST,42.3605,-71.0596
4323,291 NORTHERN AV,42.34787,-71.036369
4324,1865 COLUMBUS AV,42.318687,-71.098651
4326,29 TEMPLE ST,42.272967,-71.072241
4327,494 CUMMINS HY,42.275157,-71.110514
4328,28 SARATOGA ST,42.376157,-71.038141
4329,SARATOGA ST AND BARNES AV,42.386149,-71.005315
4330,267 K ST,42.334367,-71.037561
4331,436 BAKER ST,42.284447,-71.170011
4332,4995 WASHINGTON ST,42.266957,-71.151331
4333,QUINT AV AND RADCLIFFE R,42.3605,-71.0596
4334,312 CHELSEA ST,42.376985,-71.03084
4335,51 BREED ST,42.389223,-71.006299
4336,BARTLETT ST AND TRENTON ST,42.377427,-71.062131
4338,65 KEYSTONE ST,42.269517,-71.164881
4339,59 WARREN ST,42.335957,-71.077301
4340,65 BEACON ST,42.354205,-71.077013
4341,36 HUNTINGTON AV,42.348854,-71.077412
4343,34 HUMPHREYS ST,42.319395,-71.066379
4344,458 COLUMBIA R,42.313348,-71.068425
4345,4 POPES HILL ST,42.293151,-71.050256
4348,391 HEATH ST,42.328937,-71.110731
4349,FOREST ST AND VINE ST,42.326526,-71.077392
4350,58 WASHINGTON ST,42.306553,-71.081844
4351,89 MYRTLE ST,42.359432,-71.067606
4352,96 GEORGE ST,42.265229,-71.108534
4353,135 TOWNSEND ST,42.317647,-71.089131
4354,TREMONT ST AND BURKE ST,42.336856,-71.084834
4355,EVANS ST AND DYER ST,42.282583,-71.079359
4356,MCGREEVEY WY AND TURQUOISE WAY,42.334236,-71.096971
4357,119 ST BOTOLPH ST,42.344407,-71.081741
4358,7 BEECHER ST,42.318547,-71.107181
4359,93 NORMANDY ST,42.309687,-71.080091
4360,8 ARCH ST,42.356692,-71.057816
4361,TREMONT ST AND ST CYPRIANS PL,42.336017,-71.086409
4363,BRANCH ST,42.356927,-71.068311
4364,HAUTEVALE ST,42.274087,-71.131871
4365,136 ROWE ST,42.280027,-71.120541
4366,COURT SQ,42.358577,-71.059401
4367,201 S HUNTINGTON AV,42.33198,-71.112024
4368,2 ERICSSON ST,42.29163,-71.041146
4369,285 SHAWMUT AV,42.342757,-71.069542
4370,NOTTINGHAM ST,42.301317,-71.073831
4371,911 MASSACHUSETTS AV,42.330527,-71.070311
4372,516 LAGRANGE ST,42.283577,-71.161671
4373,DORCHESTER AV AND GALLIVAN BL,42.279917,-71.065937
4374,115 B ST,42.341042,-71.053341
4375,301 WASHINGTON ST,42.356223,-71.059664
4376,1407 DORCHESTER AV,42.303147,-71.059711
4378,HIGH ST AND CROSS ST,42.376326,-71.062917
4379,FAVRE ST AND MESSINGER ST,42.272826,-71.098421
4380,DUNCAN ST,42.302506,-71.058465
4381,112 BYRON ST,42.384247,-71.016781
4383,HANCOCK ST AND DEWOLF ST,42.310285,-71.060933
4384,45 UNION ST,42.361617,-71.057061
4385,101 HAZELTON ST,42.281697,-71.096831
4386,1 MAVERICK SQ,42.36885,-71.039329
4388,16 BRADFIELD AV,42.288277,-71.138531
4389,HUMBOLDT AV AND HOMESTEAD ST,42.311898,-71.09051
4390,302 MASSACHUSETTS AV,42.342008,-71.083793
4391,432 WASHINGTON ST,42.355251,-71.060738
4392,99 CUSHING AV,42.313397,-71.062971
4393,29 BROOKDALE ST,42.286147,-71.122351
4394,254 BRIGHTON AV,42.353261,-71.13665
4395,468 W BROADWAY,42.336057,-71.045901
4396,5 CORDIS ST,42.374887,-71.062881
4398,53 LINCOLN ST,42.299985,-71.058798
4399,142 W EIGHTH ST,42.334907,-71.053441
4400,VASSAR ST AND WASHINGTON ST,42.300854,-71.07594
4401,133 BAY STATE R,42.350487,-71.099411
4402,52 CENTRE ST,42.290935,-71.069162
4403,29 PAINE ST,42.286328,-71.105862
4404,19 GRANTLEY ST,42.249407,-71.125711
4406,H ST,42.334217,-71.041721
4407,12 CLARE AV,42.277747,-71.11803
4408,14 RICHWOOD ST,42.284877,-71.157811
4409,TRENTON ST AND BROOKS ST,42.379305,-71.035341
4410,BREMEN ST,42.374437,-71.032711
4411,298 MARGINAL ST,42.364273,-71.03047
4413,24 SOUTHAMPTON ST,42.332357,-71.07142
4414,37 WILLIAMS ST,42.306118,-71.107075
4415,4 GARDNER ST,42.27717,-71.167003
4416,45 CLARENDON ST,42.345877,-71.072691
4418,3 FANEUIL ST AND PARSONS ST,42.375,-71.03972
4420,1157 HYDE PARK AV,42.280667,-71.119111
4421,63 CHATHAM ST,42.359597,-71.054041
4422,22 BAYSWATER ST,42.385707,-71.005211
4423,WIRT ST,42.349436,-71.151543
4425,581 BOYLSTON ST,42.350592,-71.076692
4426,903 BOYLSTON ST,42.348498,-71.08424
4429,29 E ST,42.307811,-71.059871
4430,162 BLUE HILL AV,42.319107,-71.077531
4431,175 NORTHAMPTON ST,42.337327,-71.078981
4432,BRADLEE ST AND TACOMA ST,42.267292,-71.115894
4433,CLEVELAND ST AND WINTHROP ST,42.32599,-71.080318
4434,155 BAY STATE R,42.350587,-71.100571
4435,6 SOLEY ST,42.374111,-71.061891
4436,15 HOWARD AV,42.319732,-71.072379
4437,MAPLE ST AND SCHUYLER ST,42.308624,-71.085905
4439,348 BOWDOIN ST,42.308787,-71.064671
4440,CHELSEA ST AND 5TH ST,42.375309,-71.056269
4442,MARBURY TR AND SHIRLEY ST,42.375,-71.03972
4443,BOURNE ST AND NEPONSET AV,42.28695,-71.110563
4444,HARDING R,42.280937,-71.117631
4445,56j COMMONWEALTH AV,42.352507,-71.074241
4447,136 HOMESTEAD ST,42.311137,-71.088451
4448,MINDEN ST AND BAY ST,42.325408,-71.107642
4449,PARK ST AND MONTVIEW ST,42.287393,-71.159632
4450,NORTHDALE RD AND CENTRE ST,42.267727,-71.162677
4451,WEST ST AND CENTRAL AV,42.260237,-71.119781
4453,SUMNER ST AND LAMSON ST,42.365948,-71.033003
4454,FAYETTE ST AND BAY ST,42.348273,-71.068518
4455,8 RUTLAND SQ,42.341257,-71.077931
4456,223 N HARVARD ST,42.362237,-71.130641
4457,CAMBRIDGE ST AND SOLDIERS FIELD R,42.365954,-71.120838
4458,72 PARSONS ST,42.352597,-71.154581
4460,154 GARFIELD AV,42.244189,-71.118752
4461,131 COMMONWEALTH AV,42.35243,-71.07786
4463,DRACUT ST AND BRUCE ST,42.287954,-71.059821
4464,15 FARRAR AV,42.270017,-71.111311
4465,16 RONALD ST,42.304932,-71.078012
4466,CONWAY ST AND SOUTH ST,42.287759,-71.130721
4467,112 KING ST,42.294177,-71.053761
4468,27 PARTRIDGE ST,42.274221,-71.146483
4472,535 COLUMBIA R,42.315696,-71.065942
4473,119 TRENTON ST,42.379387,-71.034631
4474,17 WARREN AV,42.345357,-71.070631
4475,303 QUINCY ST,42.311334,-71.070217
4476,PARK ST AND CITY SQ,42.372052,-71.061607
4477,PATTERSON WY,42.330976,-71.05204
4478,E 5TH ST AND O ST,42.334045,-71.02919
4479,63 EVERDEAN ST,42.299017,-71.051091
4480,787 TREMONT ST,42.339267,-71.081103
4481,RUSSELL ST AND MEAD ST,42.380511,-71.06793
4482,47 WALNUT ST,42.358254,-71.066264
4483,LINDEN ST AND E 4TH ST,42.33455,-71.044976
4486,144 SYCAMORE ST,42.285787,-71.123861
4487,SPRING ST AND TEMPLE ST,42.278295,-71.160158
4488,SILVIA CT,42.255852,-71.141886
4489,73 PETERBOROUGH ST,42.343677,-71.097475
4490,196 WASHINGTON ST,42.357097,-71.058654
4491,35 EDISON GREE,42.319527,-71.058651
4492,DUDLEY ST AND WINSLOW ST,42.328486,-71.081521
4494,9 COMMONWEALTH AV,42.353813,-71.072755
4496,67 BAKER ST,42.272517,-71.164041
4497,18 APPLETON ST,42.345947,-71.071191
4498,1677 COMMONWEALTH AV,42.342157,-71.145801
4499,35 HARRISON AV,42.342919,-71.065078
4501,PARLEY AV AND ROCKVIEW ST,42.313909,-71.11019
4502,91 STANDARD ST,42.274728,-71.079994
4503,419 DUDLEY ST,42.325209,-71.074933
4504,1 GREENHEYS ST AND E 4TH ST,42.375,-71.03972
4505,17 MARKET ST AND LINCOLN ST,42.375,-71.03972
4506,CONDOR ST AND GLENDON ST,42.382571,-71.030277
4507,152 NEPONSET AV,42.286556,-71.111976
4508,WELD ST AND CENTRE ST,42.294429,-71.13601
4510,419 MASSACHUSETTS AV,42.340857,-71.082531
4511,109 AUSTIN ST,42.262627,-71.125501
4513,2841 WASHINGTON ST,42.320832,-71.093105
4514,6 BOXFORD TR,42.281457,-71.150321
4515,GAINSBOROUGH ST AND PUBLIC ALLEY 801,42.341807,-71.086999
4519,ANSONIA R,42.272907,-71.162631
4520,725 HARRISON AV,42.338361,-71.071361
4521,CHELSEA ST AND MAVERICK ST,42.370037,-71.038631
4522,137 MASSACHUSETTS AV,42.343253,-71.085646
4524,185 PARKER HILL AV,42.329346,-71.103983
4525,LOWNEY WY,42.374829,-71.057486
4526,S WAVERLY ST AND WAVERLY ST,42.36065,-71.141587
4527,WHITTIER ST,42.333822,-71.088622
4529,322 TALBOT AV,42.290617,-71.072779
4530,81 WAREHAM ST,42.338737,-71.067081
4531,ELEANOR ST AND CAMBRIDGE ST,42.351634,-71.142997
4532,CHARLES ST S AND STUART ST,42.351102,-71.066913
4533,MERIDIAN ST AND EUTAW ST,42.378653,-71.039208
4534,SARATOGA ST AND ADDISON ST,42.384778,-71.014471
4536,98 PERKINS ST,42.321017,-71.114651
4537,L ST AND E 2ND ST,42.337316,-71.035471
4538,RICHFIELD ST AND PURITAN AV,42.307771,-71.071145
4540,N BEACON ST AND GORDON ST,42.354009,-71.140666
4541,93 AMERICAN LEGION HY,42.295897,-71.092216
4542,CHELSEA ST AND E 5TH ST,42.375,-71.03972
4543,192 BREMEN ST,42.373197,-71.034101
4544,7 L ST,42.337284,-71.035471
4545,OLEARY WY,42.300577,-71.109191
4546,RUSKINDALE RD AND RALSTON R,42.268087,-71.106381
4547,82 MT VERNON ST,42.321639,-71.054971
4548,138 WALDEMAR AV,42.392487,-71.004401
4549,355 BELGRADE AV,42.286216,-71.146647
4550,MCCLELLAN HY AND BORDER ST,42.375,-71.03972
4552,158 MARION ST,42.376387,-71.035861
4553,RIVER ST AND RIDGEVIEW AV,42.270954,-71.085392
4554,105 SOUTH ST AND HUDSON ST,42.375,-71.03972
4555,EDSON ST AND EDSON TR,42.24254,-71.138011
4556,163 KENRICK ST,42.346967,-71.169621
4557,15 BORDER ST,42.370817,-71.042751
4558,66 WAREHAM ST,42.33914,-71.067277
4559,61 HEATH ST,42.326132,-71.100036
4560,1 ANAWAN AV,42.286014,-71.146497
4565,425 COMMONWEALTH AV,42.349204,-71.091435
4566,1 BRADEEN ST,42.2912,-71.123072
4567,33 WASHINGTON ST,42.307495,-71.082565
4568,TREMONT ST AND DWIGHT ST,42.344887,-71.070195
4569,132 IPSWICH ST,42.347326,-71.093694
4570,118 WOODROW AV,42.287157,-71.083381
4571,55 W DEDHAM ST,42.341939,-71.072807
4573,COMMONWEALTH AV AND KENMORE ST,42.349125,-71.094988
4574,RIVER ST AND LINCOLN ST,42.258091,-71.118483
4575,95 WASHINGTON ST,42.357805,-71.057986
4576,WASHINGTON ST AND FRANKLIN ST,42.356383,-71.059472
4577,VALENTI WY AND FRIEND ST,42.363982,-71.060474
4579,127 BARNES AV,42.385167,-71.000531
4580,23 CARLSON CR,42.294437,-71.148321
4581,37 PARKER ST,42.337018,-71.093629
4582,295 TEMPLE ST,42.285947,-71.168921
4583,11 W BROADWAY,42.342388,-71.056765
4584,7 BROWN AV,42.280202,-71.12448
4585,3381 WASHINGTON ST,42.308857,-71.105391
4586,2 WINTHROP ST,42.370071,-71.039824
4587,45 PARSONS ST,42.351017,-71.154901
4588,METROPOLITAN AV AND RIVERSIDE SQ,42.259296,-71.115271
4589,W 3RD ST AND D ST,42.339598,-71.049929
4590,ADAMS ST AND NEPONSET AV,42.297332,-71.056431
4591,WASHINGTON ST AND DIGHTON ST,42.349129,-71.154715
4596,COBDEN ST AND DUNFORD ST,42.317147,-71.094947
4598,HARRISON AV AND DUDLEY ST,42.328606,-71.082747
4599,STURBRIDGE ST,42.272477,-71.074571
4600,51 HOLBROOK ST,42.311336,-71.118097
4601,LONGWOOD AV AND AVE LOUIS PASTEUR,42.337115,-71.103398
4602,22 HAWTHORNE ST,42.284299,-71.126939
4603,784 HYDE PARK AV,42.273371,-71.120016
4604,1 BLACKFAN CR,42.338401,-71.104895
4605,9 EAST ST,42.307587,-71.058895
4606,SHERIDAN ST AND CENTRE ST,42.322165,-71.109255
4607,185 PILGRIM R,42.338556,-71.109822
4608,101 DAVIDSON AV,42.306407,-71.070861
4609,88 TREMONT ST,42.357507,-71.060521
4610,38 VERMONT ST,42.289897,-71.161371
4611,35 MT CALVARY R,42.279767,-71.113751
4612,571 CUMMINS HY,42.273197,-71.108441
4613,76 ZEIGLER ST,42.329334,-71.081687
4614,HAROLD ST,42.315896,-71.090652
4615,28 ABBOT ST,42.296317,-71.085381
4616,21 ARMANDINE ST,42.284625,-71.072232
4618,26 WALDEMAR AV,42.390429,-70.99914
4619,VALLEY RD AND DORCHESTER AV,42.277904,-71.066503
4620,THATCHER ST,42.266717,-71.118521
4622,71 WESTMINSTER ST,42.263877,-71.118441
4624,265 E 9TH ST,42.331608,-71.050782
4625,28 COHASSET ST,42.285453,-71.130489
4626,5 HICHBORN ST,42.355414,-71.143877
4627,201 RIVERMOOR ST,42.278727,-71.180271
4629,46 MANSFIELD ST,42.358534,-71.131652
4631,152 QUINCY ST,42.313689,-71.07643
4633,1 W 1ST ST,42.343313,-71.05347
4636,DORCHESTER AV AND CHARLES ST,42.300759,-71.060015
4637,2 BURKE ST,42.331677,-71.051321
4639,81 MT VERNON ST,42.321639,-71.054971
4640,LEWIS ST,42.363852,-71.052143
4641,235 DUDLEY ST,42.328395,-71.079849
4642,138 CUSHING AV,42.312847,-71.060761
4643,34 COLGATE R,42.29395,-71.122164
4644,226 STATE ST,42.359631,-71.051804
4645,DARTMOUTH ST AND PUBLIC ALLEY 440,42.350504,-71.077553
4647,19 PINEWOOD ST,42.267757,-71.108891
4648,279 MARLBOROUGH ST,42.351987,-71.082952
4649,359 COREY ST,42.294367,-71.164401
4650,1012 BENNINGTON ST,42.387087,-71.006311
4652,5 CONGRESS ST AND FRANKLIN ST,42.375,-71.03972
4654,194 BROOKLINE AV,42.34391,-71.102014
4655,149 HOWARD AV,42.315337,-71.075651
4656,218 NORTHAMPTON ST,42.338027,-71.080341
4657,19 MARLBOROUGH ST,42.354567,-71.073291
4658,FAIRMOUNT ST AND MORTON ST,42.375,-71.03972
4660,5 WALLEY ST,42.389404,-70.998877
4661,43 CHARLESGATE,42.350222,-71.091304
4662,ELM ST AND GREEN ST,42.311148,-71.108589
4663,553 COLUMBUS AV,42.341487,-71.081061
4664,26 OGDEN ST,42.280247,-71.071121
4665,SHERWOOD ST,42.285087,-71.122221
4668,WALTER ST AND CENTRE ST,42.298195,-71.130072
4669,325 PARIS ST,42.377206,-71.032043
4670,RITCHIE ST AND WEAVER WY,42.321971,-71.095782
4671,22 MARLBOROUGH ST,42.354055,-71.073398
4673,714 COMMONWEALTH AV,42.349587,-71.105661
4674,4 HARVARD TR,42.354043,-71.132605
4675,4 GUEST ST,42.35737,-71.147965
4676,545 WASHINGTON ST,42.353908,-71.062666
4677,87 FLORIAN ST,42.289077,-71.116051
4678,102 COLUMBIA R,42.305297,-71.081252
4679,224 BOSTON ST,42.322277,-71.060851
4680,284 CAMBRIDGE ST,42.360967,-71.068101
4683,S HOBART ST AND FANEUIL ST,42.354074,-71.158059
4684,21 ASTORIA ST,42.280237,-71.087151
4685,N HARVARD ST AND FRANKLIN ST,42.361983,-71.130409
4686,MARTIN LUTHER KING BLVD AND WASHINGTON ST,42.3751,-71.0392
4687,15 LANSDOWNE ST,42.347347,-71.095501
4689,MEDWAY ST,42.27145,-71.06462
4690,WARRENTON ST,42.350238,-71.066316
4691,53 WASHINGTON ST,42.306597,-71.082091
4693,577 E 8TH ST,42.331267,-71.038571
4694,16 TUCKER ST,42.288895,-71.079445
4695,HYDE PARK AV AND WYVERN ST,42.288852,-71.118407
4696,101 TREMONT ST,42.357207,-71.061011
4697,38 NEW HEATH ST,42.326083,-71.099133
4698,15 MAGNOLIA ST,42.31825,-71.070021
4699,134 ANAWAN AV,42.282538,-71.150563
4700,1 ALLSTON ST,42.291917,-71.066531
4701,NEWBURY ST AND HEREFORD ST,42.34875,-71.085655
4702,HIGH ST AND CONGRESS ST,42.354654,-71.054661
4703,35 BAKER ST,42.271901,-71.162596
4704,28 VALLAR R,42.241029,-71.141174
4705,ARLINGTON ST AND ST JAMES AV,42.351068,-71.070292
4706,GRANT ST AND CRESCENT AV,42.318922,-71.055188
4707,45 L ST,42.336906,-71.035782
4709,33 WILMOT ST,42.277257,-71.116251
4710,HARRISON AVE EXT,42.353234,-71.061259
4711,ORCHARDFIELD ST,42.304197,-71.057881
4712,434 BLUE HILL AV,42.309922,-71.082049
4713,101 W 1ST ST,42.343086,-71.052521
4714,172 FISHER AV,42.328523,-71.107781
4715,3 BROOK MARSHALL R,42.283522,-71.115828
4716,2 ELLERY ST,42.330757,-71.058161
4717,27 EVERETT ST,42.30098,-71.051772
4718,FARRAGUT RD AND E 1ST ST,42.338318,-71.025127
4720,42 HARWOOD ST,42.285466,-71.088373
4721,26 SHAFTER ST,42.299627,-71.077331
4722,BROOKLINE AV AND RIVERWAY,42.33947,-71.092511
4723,63 HAMILTON ST,42.308492,-71.070081
4724,35 CHARLES ST,42.300228,-71.063097
4726,ELLERY ST AND BOSTON ST,42.328373,-71.05776
4728,25 DANA AV,42.253724,-71.124331
4731,3941 WASHINGTON ST,42.294095,-71.119992
4732,SILVER ST AND E ST,42.337443,-71.049732
4733,RALEIGH ST,42.350207,-71.095411
4734,94 HARVARD AV,42.300594,-71.075855
4735,549 WASHINGTON ST,42.353797,-71.062521
4736,F ST AND W BROADWAY,42.336823,-71.047749
4737,2 E CONCORD ST,42.337893,-71.074721
4738,BUNKER HILL ST AND POLK ST,42.37864,-71.061582
4739,399 MARLBOROUGH ST,42.350517,-71.088331
4740,166 HYDE PARK AV,42.295819,-71.116432
4741,125 BEACON ST,42.354877,-71.073631
4742,WHITFORD ST,42.279567,-71.127581
4743,159 W CANTON ST,42.343413,-71.075348
4744,81 STRATTON ST,42.288887,-71.086071
4746,17 ROSA ST,42.262587,-71.112411
4747,6 FAYWOOD AV,42.39004,-71.000032
4748,DUDLEY ST AND GUILD ST,42.33,-71.07
4749,BOSTON WHARF RD AND CONGRESS ST,42.34957,-71.047193
4750,48 SEAVERNS AV,42.311977,-71.111311
4751,WASHINGTON ST AND GUILD ST,42.326184,-71.087695
4752,16 BOARDMAN ST,42.387539,-71.008859
4753,144 QUINCY ST,42.313797,-71.076681
4754,52 BEDFORD ST,42.353368,-71.059834
4755,16 HOWLAND ST,42.311837,-71.084721
4756,497 E 4TH ST,42.334397,-71.045321
4757,175 CAMBRIDGE ST,42.361434,-71.06602
4758,1892 WASHINGTON ST,42.334978,-71.078899
4759,18 GLEASON ST,42.297217,-71.081881
4760,4 MONUMENT SQ,42.375581,-71.060017
4761,54 CHELSEA ST,42.37132,-71.03743
4762,107 ARLINGTON ST,42.348626,-71.069618
4763,MILK ST AND KILBY ST,42.357203,-71.055109
4764,HAYNES ST,42.366497,-71.037801
4767,186 W BROOKLINE ST,42.342967,-71.076531
4769,SUMMER ST AND PURCHASE ST,42.352917,-71.056257
4770,804 E 5TH ST,42.334227,-71.02837
4771,65 ALBANY ST,42.350053,-71.059789
4772,1465 COMMONWEALTH AV,42.348057,-71.141061
4773,62 O ST,42.336387,-71.029071
4774,28 PARKER HILL AV,42.332159,-71.10957
4775,BANFIELD AV,42.276897,-71.087301
4776,263 SUMMER ST,42.350207,-71.050731
4777,532 COMMONWEALTH AV,42.348516,-71.096328
4778,256 E 8TH ST,42.332082,-71.049908
4779,1764 COLUMBIA R,42.331017,-71.031361
4780,BURBANK ST,42.344284,-71.088806
4781,844 MORTON ST,42.281527,-71.086411
4783,KEITH ST,42.286978,-71.168569
4785,33 WARREN AV,42.345327,-71.071411
4786,HARBOR ST AND NORTHERN AV,42.346565,-71.035028
4787,17 PINE LODGE R,42.278097,-71.156921
4788,BENNINGTON ST AND HARMONY ST,42.381786,-71.020533
4789,9 PARIS ST,42.369477,-71.040231
4791,225 BLUE HILL AV,42.316641,-71.078104
4792,BOYLSTON ST AND KILMARNOCK ST,42.343973,-71.10001
4794,SOUTH ST AND S FAIRVIEW ST,42.288127,-71.131293
4795,31 HANSBOROUGH ST,42.288288,-71.09171
4796,7 POST OFFICE SQ,42.355737,-71.056191
