INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
192101488,616,,LARCENY THEFT OF BICYCLE,A1, ,0,2019-12-16 21:00,2019,12,Monday,21,,SUDBURY ST,,,"(0.00000000, 0.00000000)"
192101272,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,, ,0,2019-12-16 17:57,2019,12,Monday,17,,,,,"(0.00000000, 0.00000000)"
202012173,3207,,PROPERTY - FOUND,B2,289,0,2019-12-16 9:00,2019,12,Monday,9,,SCHROEDER PLAZA,,,"(0.00000000, 0.00000000)"
192101091,1402,,VANDALISM,B3, ,0,2019-12-15 21:00,2019,12,Sunday,21,,MA-28,,,"(0.00000000, 0.00000000)"
192100902,3005,,SICK ASSIST,C11, ,0,2019-12-15 13:45,2019,12,Sunday,13,,MORRISSEY BLVD,,,"(0.00000000, 0.00000000)"
202011525,3207,,PROPERTY - FOUND,B2,289,0,2019-12-15 12:00,2019,12,Sunday,12,,SCHROEDER PLAZA,,,"(0.00000000, 0.00000000)"
202012359,3207,,PROPERTY - FOUND,B2,289,0,2019-12-15 1:00,2019,12,Sunday,1,,SCHROEDER PLAZA,,,"(0.00000000, 0.00000000)"
192100650,423,,ASSAULT - AGGRAVATED,C6, ,0,2019-12-14 14:30,2019,12,Saturday,14,,LINSKY BARRY CT,,,"(0.00000000, 0.00000000)"
192101219,3201,,PROPERTY - LOST/ MISSING,C11,377,0,2019-12-14 12:27,2019,12,Saturday,12,,S MUNROE TERRACE,,,"(0.00000000, 0.00000000)"
192101099,1402,,VANDALISM,E13,912,0,2019-12-14 10:15,2019,12,Saturday,10,,CENTRE ST,,,"(0.00000000, 0.00000000)"
192100547,2632,,EVADING FARE,B3, ,0,2019-12-14 5:30,2019,12,Saturday,5,,HAZELTON ST,,,"(0.00000000, 0.00000000)"
192100651,611,,LARCENY PICK-POCKET,A1, ,0,2019-12-13 20:20,2019,12,Friday,20,,SUDBURY ST,,,"(0.00000000, 0.00000000)"
192100400,3501,,MISSING PERSON,B3,465,0,2019-12-13 16:00,2019,12,Friday,16,,BLUE HILL AVENUE,,,"(0.00000000, 0.00000000)"
192100327,3114,,INVESTIGATE PROPERTY,A1, ,0,2019-12-13 14:46,2019,12,Friday,14,,TD GARDEN,,,"(0.00000000, 0.00000000)"
192100279,3115,,INVESTIGATE PERSON,E18,521,0,2019-12-13 11:12,2019,12,Friday,11,,OAK,,,"(0.00000000, 0.00000000)"
192100127,2006,,VIOL. OF RESTRAINING ORDER W ARREST,D14,789,0,2019-12-12 20:01,2019,12,Thursday,20,,COMMONWEALTH AVENUE,,,"(0.00000000, 0.00000000)"
190657743,1825,,DRUGS - POSSESSION OF DRUG PARAPHANALIA,C6, ,0,2019-12-12 12:00,2019,12,Thursday,12,,E 7TH ST,,,"(0.00000000, 0.00000000)"
192099912,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,484,0,2019-12-12 8:40,2019,12,Thursday,8,,OSCEOLA STREET,,,"(0.00000000, 0.00000000)"
129099920,3301,,VERBAL DISPUTE,B2,330,0,2019-12-12 7:50,2019,12,Thursday,7,,COLUMBIA ROAD,,,"(0.00000000, 0.00000000)"
192099857,2907,,VAL - OPERATING AFTER REV/SUSP.,External, ,0,2019-12-11 22:06,2019,12,Wednesday,22,,,,,"(0.00000000, 0.00000000)"
192100936,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,D4, ,0,2019-12-11 15:50,2019,12,Wednesday,15,,ST STEPHEN ST,,,"(0.00000000, 0.00000000)"
192099749,423,,ASSAULT - AGGRAVATED,, ,0,2019-12-11 15:32,2019,12,Wednesday,15,,GIBSON ST,,,"(0.00000000, 0.00000000)"
192099756,2905,,VAL - VIOLATION OF AUTO LAW,B2,288,0,2019-12-11 14:45,2019,12,Wednesday,14,,MALCOLM X BL,,,"(0.00000000, 0.00000000)"
202011548,3207,,PROPERTY - FOUND,B2,289,0,2019-12-11 9:00,2019,12,Wednesday,9,,SCHROEDER PLAZA,,,"(0.00000000, 0.00000000)"
202011520,3207,,PROPERTY - FOUND,B2,289,0,2019-12-11 9:00,2019,12,Wednesday,9,,SCHROEDER PLAZA,,,"(0.00000000, 0.00000000)"
192099664,3115,,INVESTIGATE PERSON,A1, ,0,2019-12-11 7:00,2019,12,Wednesday,7,,BOWDOIN ST,,,"(0.00000000, 0.00000000)"
192099442,3114,,INVESTIGATE PROPERTY,D14, ,0,2019-12-10 15:59,2019,12,Tuesday,15,,HARRY AGGANIS WAY,,,"(0.00000000, 0.00000000)"
192099635,540,,BURGLARY - COMMERICAL,, ,0,2019-12-10 15:00,2019,12,Tuesday,15,,GARDNER STREET,,,"(0.00000000, 0.00000000)"
192099405,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),B2, ,0,2019-12-10 10:45,2019,12,Tuesday,10,,DIST13,,,"(0.00000000, 0.00000000)"
192099355,2907,,VAL - OPERATING AFTER REV/SUSP.,E13, ,0,2019-12-10 10:38,2019,12,Tuesday,10,,WASHINGTON STREET,,,"(0.00000000, 0.00000000)"
190653093,3115,,INVESTIGATE PERSON,, ,1,2019-12-10 5:08,2019,12,Tuesday,5,,LOGAN WAY,,,"(0.00000000, 0.00000000)"
192099126,3114,,INVESTIGATE PROPERTY,A7, ,0,2019-12-09 16:30,2019,12,Monday,16,,100,,,"(0.00000000, 0.00000000)"
192098963,3301,,VERBAL DISPUTE,C6,186,0,2019-12-09 0:38,2019,12,Monday,0,,LUCY ST,,,"(0.00000000, 0.00000000)"
192098916,613,,LARCENY SHOPLIFTING,A7,28,0,2019-12-08 19:15,2019,12,Sunday,19,,CENTRAL SQUARE,,,"(0.00000000, 0.00000000)"
192098838,3410,,TOWED MOTOR VEHICLE,A15, ,0,2019-12-08 12:41,2019,12,Sunday,12,,,,,"(0.00000000, 0.00000000)"
192098769,3801,,M/V ACCIDENT - OTHER,External, ,0,2019-12-08 6:11,2019,12,Sunday,6,,,,,"(0.00000000, 0.00000000)"
192098678,801,,ASSAULT - SIMPLE,, ,0,2019-12-07 20:39,2019,12,Saturday,20,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
192098667,3207,,PROPERTY - FOUND,B2, ,0,2019-12-07 20:39,2019,12,Saturday,20,,HOWARD ST,,,"(0.00000000, 0.00000000)"
192101315,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,B3, ,0,2019-12-07 18:35,2019,12,Saturday,18,,MA-28,,,"(0.00000000, 0.00000000)"
192100085,617,,LARCENY THEFT FROM BUILDING,D4, ,0,2019-12-07 13:30,2019,12,Saturday,13,,ST CYPRIANS PL,,,"(0.00000000, 0.00000000)"
192098434,301,,ROBBERY,B2, ,0,2019-12-06 22:10,2019,12,Friday,22,,BLUE HILL AVENUE,,,"(0.00000000, 0.00000000)"
192098608,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,465,0,2019-12-06 22:00,2019,12,Friday,22,,BLUE HILL AVENUE,,,"(0.00000000, 0.00000000)"
192098335,3114,,INVESTIGATE PROPERTY,A1, ,0,2019-12-06 17:12,2019,12,Friday,17,,TD GARDEN,,,"(0.00000000, 0.00000000)"
192098326,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,, ,0,2019-12-06 15:08,2019,12,Friday,15,,E 2ND ST # 108,,,"(0.00000000, 0.00000000)"
192099159,3201,,PROPERTY - LOST/ MISSING,A1, ,0,2019-12-06 0:00,2019,12,Friday,0,,SUDBURY ST,,,"(0.00000000, 0.00000000)"
202011542,3207,,PROPERTY - FOUND,B2,289,0,2019-12-05 23:20,2019,12,Thursday,23,,SCHROEDER PLAZA,,,"(0.00000000, 0.00000000)"
192098116,3115,,INVESTIGATE PERSON,C6, ,0,2019-12-05 20:00,2019,12,Thursday,20,,GAVIN WAY,,,"(0.00000000, 0.00000000)"
192100361,1107,,FRAUD - IMPERSONATION,A1, ,0,2019-12-05 16:40,2019,12,Thursday,16,,SUDBURY ST,,,"(0.00000000, 0.00000000)"
192098030,3116,,HARBOR INCIDENT / VIOLATION,A1, ,0,2019-12-05 14:37,2019,12,Thursday,14,,LNG-DEER ISLND LIGHT,,,"(0.00000000, 0.00000000)"
192097938,613,,LARCENY SHOPLIFTING,C6, ,0,2019-12-05 10:26,2019,12,Thursday,10,,DISTRICT AVE,,,"(0.00000000, 0.00000000)"
192097839,3111,,LICENSE PREMISE VIOLATION,, ,0,2019-12-04 23:35,2019,12,Wednesday,23,,HUNGTINGTON AVE,,,"(0.00000000, 0.00000000)"
192097828,3201,,PROPERTY - LOST/ MISSING,A1, ,0,2019-12-04 22:33,2019,12,Wednesday,22,,SUDBURY ST,,,"(0.00000000, 0.00000000)"
192097833,3502,,MISSING PERSON - LOCATED,D4, ,0,2019-12-04 22:00,2019,12,Wednesday,22,,BOSTON MEDICAL CENTER PL,,,"(0.00000000, 0.00000000)"
192098898,617,,LARCENY THEFT FROM BUILDING,D14,783,0,2019-12-04 19:31,2019,12,Wednesday,19,,GORDON ST,,,"(0.00000000, 0.00000000)"
192097751,3114,,INVESTIGATE PROPERTY,A1, ,0,2019-12-04 16:50,2019,12,Wednesday,16,,LEGENDS WAY  BOSTON  MA  USA,,,"(0.00000000, 0.00000000)"
192097739,3115,,INVESTIGATE PERSON,A1, ,0,2019-12-04 15:34,2019,12,Wednesday,15,,FOOD CT,,,"(0.00000000, 0.00000000)"
192097825,3115,,INVESTIGATE PERSON,, ,0,2019-12-04 15:00,2019,12,Wednesday,15,,BIRCHCROFT,,,"(0.00000000, 0.00000000)"
192097734,3115,,INVESTIGATE PERSON,External, ,0,2019-12-04 14:09,2019,12,Wednesday,14,,RUGGLES APT G,,,"(0.00000000, 0.00000000)"
192097723,3130,,SEARCH WARRANT,E5,685,0,2019-12-04 0:00,2019,12,Wednesday,0,,BRAHMS,,,"(0.00000000, 0.00000000)"
192097407,1402,,VANDALISM,B3, ,0,2019-12-03 12:38,2019,12,Tuesday,12,,MATTAPAN T,,,"(0.00000000, 0.00000000)"
192097392,3410,,TOWED MOTOR VEHICLE,, ,0,2019-12-03 10:19,2019,12,Tuesday,10,,,,,"(0.00000000, 0.00000000)"
202012181,3207,,PROPERTY - FOUND,B2,289,0,2019-12-03 9:00,2019,12,Tuesday,9,,SCHROEDER PLAZA,,,"(0.00000000, 0.00000000)"
192097348,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2019-12-03 5:32,2019,12,Tuesday,5,,N JEWISH WAR VETS DR,,,"(0.00000000, 0.00000000)"
192097192,3805,,M/V ACCIDENT - POLICE VEHICLE,A1, ,0,2019-12-02 13:45,2019,12,Monday,13,,EX-SB I93 AT EXIT 24A/B,,,"(0.00000000, 0.00000000)"
192097200,3115,,INVESTIGATE PERSON,B3, ,0,2019-12-02 13:43,2019,12,Monday,13,,NIGHTINGALE,,,"(0.00000000, 0.00000000)"
202065798,1001,,FORGERY / COUNTERFEITING,B3,465,0,2019-12-02 1:00,2019,12,Monday,1,,BLUE HILL AVENUE,,,"(0.00000000, 0.00000000)"
192097332,2005,,CHILD ENDANGERMENT,D4, ,0,2019-12-02 0:00,2019,12,Monday,0,,BOSTON MEDICAL CENTER PL,,,"(0.00000000, 0.00000000)"
192097017,423,,ASSAULT - AGGRAVATED,A1, ,0,2019-12-01 17:35,2019,12,Sunday,17,,PARK ST PL,,,"(0.00000000, 0.00000000)"
192097005,3007,,SUDDEN DEATH,, ,0,2019-12-01 15:54,2019,12,Sunday,15,,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
192096917,3115,,INVESTIGATE PERSON,, ,0,2019-12-01 9:58,2019,12,Sunday,9,,CAMBRIDGE ST,,,"(0.00000000, 0.00000000)"
202040386,1107,,FRAUD - IMPERSONATION,B3,465,0,2019-12-01 8:00,2019,12,Sunday,8,,BLUE HILL AVENUE,,,"(0.00000000, 0.00000000)"
202065780,3501,,MISSING PERSON,B3,465,0,2019-12-01 6:30,2019,12,Sunday,6,,BLUE HILL AVENUE,,,"(0.00000000, 0.00000000)"
202038296,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C6,186,0,2019-12-01 0:00,2019,12,Sunday,0,,JAN KARSKI WAY,,,"(0.00000000, 0.00000000)"
192096838,3111,,LICENSE PREMISE VIOLATION,C6,207,0,2019-11-30 23:00,2019,11,Saturday,23,,PIER 4 BLVD,,,"(0.00000000, 0.00000000)"
192096768,241,,SEX OFFENSE - RAPE - FORCIBLE,B3,468,0,2019-11-30 16:48,2019,11,Saturday,16,,BLUE HILL AVENUE,,,"(0.00000000, 0.00000000)"
202004544,3112,,LANDLORD - TENANT,B3,465,0,2019-11-30 9:00,2019,11,Saturday,9,,BLUE HILL AVENUE,,,"(0.00000000, 0.00000000)"
192096644,423,,ASSAULT - AGGRAVATED,A15,900,0,2019-11-30 7:00,2019,11,Saturday,7,,POLK,,,"(0.00000000, 0.00000000)"
192096607,801,,ASSAULT - SIMPLE,B2, ,0,2019-11-29 23:30,2019,11,Friday,23,,DORCHESTER AV,,,"(0.00000000, 0.00000000)"
190636026,1402,,VANDALISM,C6, ,0,2019-11-29 18:00,2019,11,Friday,18,,MCDONOUGH WAY,,,"(0.00000000, 0.00000000)"
192096500,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C6,177,0,2019-11-29 15:30,2019,11,Friday,15,,,,,"(0.00000000, 0.00000000)"
192096424,2646,,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,B3,476,0,2019-11-29 10:25,2019,11,Friday,10,,BLUE HILL AVENUE,,,"(0.00000000, 0.00000000)"
192096435,3006,,SICK/INJURED/MEDICAL - PERSON,A7, ,0,2019-11-29 10:11,2019,11,Friday,10,,FATHER JACOBBE RD,,,"(0.00000000, 0.00000000)"
192096564,617,,LARCENY THEFT FROM BUILDING,C6,186,0,2019-11-29 0:00,2019,11,Friday,0,,JAN KARSKI WAY,,,"(0.00000000, 0.00000000)"
192096475,3201,,PROPERTY - LOST/ MISSING,A1, ,0,2019-11-27 15:00,2019,11,Wednesday,15,,SUDBURY ST,,,"(0.00000000, 0.00000000)"
192096024,3114,,INVESTIGATE PROPERTY,C6, ,0,2019-11-27 12:34,2019,11,Wednesday,12,,E 4TH ST,,,"(0.00000000, 0.00000000)"
192096018,2907,,VAL - OPERATING AFTER REV/SUSP.,D4,275,0,2019-11-27 11:27,2019,11,Wednesday,11,,BALL ST,,,"(0.00000000, 0.00000000)"
192096175,3802,,M/V ACCIDENT - PROPERTY DAMAGE,, ,0,2019-11-27 9:40,2019,11,Wednesday,9,,,,,"(0.00000000, 0.00000000)"
192095910,801,,ASSAULT - SIMPLE,B2,329,0,2019-11-27 1:08,2019,11,Wednesday,1,,BLUE HILL AVENUE,,,"(0.00000000, 0.00000000)"
192095766,2907,,VAL - OPERATING AFTER REV/SUSP.,, ,0,2019-11-26 13:30,2019,11,Tuesday,13,,,,,"(0.00000000, 0.00000000)"
192095626,1825,,DRUGS - POSSESSION OF DRUG PARAPHANALIA,External, ,0,2019-11-26 8:24,2019,11,Tuesday,8,,PARCELLA PK RANDOLP BLD 5000,,,"(0.00000000, 0.00000000)"
192095765,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,External, ,0,2019-11-26 8:20,2019,11,Tuesday,8,,PACELLA PARK DR,,,"(0.00000000, 0.00000000)"
192095624,3130,,SEARCH WARRANT,External, ,0,2019-11-26 8:20,2019,11,Tuesday,8,,MARK TERRACE,,,"(0.00000000, 0.00000000)"
